Constituency_Year,SDP,KOK,KESK,PS,VAS,VIHR,RKP,KD,Others,Other party,SKS (2007),SKP,LIB (2007),LIIKE,KaL,Pirate Pty,SEP (1999)
Kristiinankaupunki_2003,397,984,657,53,99,54,2381,217,0,0,0,7,3,0,7,0,0
Kristiinankaupunki_2007,241,1140,513,67,105,43,2271,182,0,0,0,6,0,0,4,0,0
Kristiinankaupunki_2011,371,878,428,365,94,33,2270,120,2,0,0,3,0,0,3,5,0
Kristiinankaupunki_2015,311,363,558,382,80,50,2330,124,1,0,0,5,0,0,15,7,0
Kristiinankaupunki_2019,455,297,352,392,96,72,2363,153,0,0,0,2,0,0,2,6,0
Kristiinankaupunki_2023,338,306,293,536,59,53,2076,131,0,0,0,0,0,37,0,0,0
Kruunupyy_1983,187,73,80,75,18,0,4089,134,0,0,0,0,0,0,0,0,0
Kruunupyy_1987,206,60,100,65,13,15,4177,25,0,14,0,0,1,0,0,0,7
Kruunupyy_1991,174,31,302,78,12,39,3768,137,0,1,0,0,6,0,0,0,5
Kruunupyy_1995,191,21,227,38,20,31,3688,213,0,3,15,0,6,0,10,0,1
Kruunupyy_1999,129,32,197,54,15,20,3618,300,3,0,0,2,1,0,1,0,0
Kruunupyy_2003,174,31,203,51,17,27,3491,361,0,0,0,2,1,0,4,0,0
Kruunupyy_2007,163,85,614,48,24,19,2852,388,0,0,0,2,0,0,1,0,0
Kruunupyy_2011,320,51,196,185,20,26,3097,233,8,0,0,3,0,0,5,6,0
Kruunupyy_2015,246,122,379,178,29,38,2722,231,5,0,0,0,0,0,13,16,0
Kruunupyy_2019,290,99,205,209,39,71,2582,362,0,0,0,2,0,0,1,6,0
Kruunupyy_2023,209,365,159,303,35,42,2292,334,0,0,0,2,0,28,1,0,0
Kuhmalahti -11_1983,141,194,246,60,56,0,0,23,4,0,0,0,0,0,0,0,0
Kuhmalahti -11_1987,126,195,192,66,29,23,0,14,0,16,0,0,1,0,0,0,8
Kuhmalahti -11_1991,108,152,244,56,32,22,0,12,0,0,0,0,1,0,0,0,1
Kuhmalahti -11_1995,104,105,291,9,42,31,0,8,0,1,10,0,5,0,28,0,5
Kuhmalahti -11_1999,92,88,261,0,37,25,0,39,5,0,11,3,3,0,12,0,4
Kuhmalahti -11_2003,107,77,265,2,39,23,0,74,0,0,0,7,0,0,10,0,0
Kuhmalahti -11_2007,105,114,214,31,17,14,0,53,0,0,0,7,0,0,0,0,0
Kuhmo_1983,949,1045,2778,786,1356,0,0,371,0,2,0,0,0,0,0,0,0
Kuhmo_1987,599,916,2142,632,992,145,0,863,0,138,0,0,16,0,0,0,48
Kuhmo_1991,520,556,3688,197,817,176,0,361,0,27,0,0,15,0,0,0,0
Kuhmo_1995,776,610,2587,35,1013,200,0,264,27,0,47,0,116,0,170,0,0
Kuhmo_1999,363,501,3493,24,874,178,0,160,0,0,9,31,0,0,100,0,15
Kuhmo_2003,620,210,3493,29,720,94,0,461,2,0,0,25,3,0,15,0,0
Kuhmo_2007,475,315,2757,241,808,94,0,171,0,0,0,8,0,0,11,0,0
Kuhmo_2011,846,292,1541,1180,703,95,0,194,37,0,0,4,0,0,4,2,0
Kuhmo_2015,428,226,2606,822,367,124,9,136,0,0,0,13,0,0,8,4,0
Kuhmo_2019,416,172,2188,838,503,167,1,184,22,0,0,2,0,0,0,7,0
Kuhmo_2023,494,166,1878,1276,269,74,0,207,0,0,0,3,0,10,0,0,0
Kuhmoinen_1983,754,698,391,239,156,0,2,115,17,6,0,0,0,0,0,0,0
Kuhmoinen_1987,544,659,474,167,103,55,0,72,0,23,0,0,4,0,0,0,20
Kuhmoinen_1991,500,417,544,133,73,76,0,101,0,5,0,0,5,0,0,0,0
Kuhmoinen_1995,525,364,486,25,103,58,0,127,0,11,40,0,2,0,24,0,0
Kuhmoinen_1999,336,341,777,3,86,25,3,100,0,0,11,8,2,0,3,0,0
Kuhmoinen_2003,408,262,650,11,77,53,0,98,0,0,0,12,2,0,1,0,0
Kuhmoinen_2007,343,271,607,33,52,47,0,84,0,0,0,11,3,0,4,0,0
Kuhmoinen_2011,297,231,421,313,53,28,0,84,0,0,0,2,0,0,2,3,0
Kuhmoinen_2015,255,215,462,317,27,52,0,53,0,0,0,2,0,0,2,5,0
Kuhmoinen_2019,245,223,313,287,45,50,0,103,35,0,0,2,0,0,0,6,0
Kuhmoinen_2023,303,262,222,324,28,23,2,59,2,0,0,2,0,28,0,1,0
Kuivaniemi -07_1983,146,97,798,209,303,0,0,3,0,0,0,0,0,0,0,0,0
Kuivaniemi -07_1987,102,107,697,114,143,166,0,1,0,121,0,0,2,0,0,0,22
Kuivaniemi -07_1991,86,50,885,53,187,46,0,10,0,8,0,0,20,0,0,0,0
Kuivaniemi -07_1995,131,26,654,16,180,57,0,3,32,0,18,0,18,0,51,0,0
Kuivaniemi -07_1999,95,36,610,7,153,51,0,5,0,0,11,35,0,0,7,0,4
Kuivaniemi -07_2003,101,35,627,4,149,39,0,17,1,0,0,21,4,0,10,0,0
Kullaa -05_1983,253,229,307,147,132,0,0,38,2,0,0,0,0,0,0,0,0
Kullaa -05_1987,200,230,303,115,116,38,0,24,0,29,0,0,7,0,0,0,28
Kullaa -05_1991,207,164,417,77,115,44,0,17,0,0,0,0,4,0,0,0,7
Kullaa -05_1995,272,142,379,18,125,28,0,49,22,0,4,0,1,0,2,0,4
Kullaa -05_1999,202,132,355,3,143,24,0,46,6,0,0,3,0,0,0,0,0
Kullaa -05_2003,213,111,401,9,98,21,0,37,0,0,0,1,2,0,2,0,0
Kuopio_1983,11025,11413,6911,6966,6597,0,0,1110,0,47,0,0,0,0,0,0,0
Kuopio_1987,10283,9681,6651,3706,5137,2395,0,1040,1871,1342,0,0,374,0,0,0,446
Kuopio_1991,8315,8643,10497,1878,4868,4828,0,1045,0,132,0,0,457,0,0,0,0
Kuopio_1995,12812,8170,8377,478,4942,3884,0,731,0,0,1157,0,175,0,522,0,0
Kuopio_1999,10034,10734,9457,820,4667,3389,0,1370,0,0,432,337,38,0,120,0,0
Kuopio_2003,10969,8121,12149,171,5461,4034,0,3170,0,0,0,356,41,0,62,0,0
Kuopio_2007,10043,11284,12561,1229,4335,2930,0,3553,0,0,24,226,0,0,30,0,0
Kuopio_2011,9952,11247,9425,10236,4019,4869,0,1765,78,0,0,166,0,0,24,0,0
Kuopio_2015,8032,10378,15447,10765,3037,5656,0,4050,0,0,0,206,0,0,177,498,0
Kuopio_2019,8723,12355,11359,10894,4662,9041,0,4777,1700,0,0,117,0,0,18,277,0
Kuopio_2023,11506,16321,8640,11957,4372,5631,65,6486,10,0,0,43,0,1655,0,116,0
Kuorevesi -01_1983,811,456,361,175,220,0,0,94,15,0,0,0,0,0,0,0,0
Kuorevesi -01_1987,722,425,350,106,80,69,0,32,0,96,0,0,39,0,0,0,23
Kuorevesi -01_1991,553,267,424,156,148,75,0,38,0,6,0,0,11,0,0,0,10
Kuorevesi -01_1995,625,180,392,6,136,46,0,34,7,3,187,0,19,0,15,0,13
Kuorevesi -01_1999,493,219,420,4,117,78,0,105,3,0,15,25,11,0,6,0,5
Kuortane_1983,373,905,1463,253,130,0,2,178,0,0,0,0,0,0,0,0,0
Kuortane_1987,225,980,1403,196,95,16,2,174,0,44,0,0,1,0,0,0,32
Kuortane_1991,218,652,1680,187,58,39,3,134,0,8,0,0,2,0,0,0,15
Kuortane_1995,289,549,1654,153,57,39,3,131,0,1,19,0,0,0,10,0,9
Kuortane_1999,180,448,1577,252,39,27,4,137,5,0,0,4,1,0,16,0,0
Kuortane_2003,168,416,1626,229,26,38,4,130,0,0,0,2,0,0,9,0,0
Kuortane_2007,125,549,1186,329,29,20,3,101,0,0,0,1,0,0,28,0,0
Kuortane_2011,164,424,996,462,49,31,3,183,0,0,0,1,0,0,3,3,0
Kuortane_2015,143,387,1050,390,18,39,4,135,0,0,0,1,0,0,17,8,0
Kuortane_2019,133,499,726,524,20,64,6,148,1,0,0,0,0,0,3,3,0
Kuortane_2023,107,551,672,555,13,42,9,103,0,0,0,0,0,40,0,0,0
Kurikka_1983,1368,2128,2413,481,734,0,14,201,0,0,0,0,0,0,0,0,0
Kurikka_1987,1268,1989,2562,385,494,65,11,218,0,150,0,0,22,0,0,0,43
Kurikka_1991,1032,1389,3253,295,436,151,11,209,0,6,0,0,18,0,0,0,39
Kurikka_1995,1392,1198,3049,111,321,149,7,207,2,10,40,0,8,0,14,0,14
Kurikka_1999,1502,1255,2378,247,242,45,15,205,4,0,0,20,3,0,28,0,0
Kurikka_2003,1577,752,2520,264,182,82,12,597,0,0,0,4,4,0,11,0,0
Kurikka_2007,842,1082,2941,694,167,75,22,187,0,0,0,3,0,0,3,0,0
Kurikka_2011,923,1304,2640,2482,346,91,23,271,2,0,0,6,0,0,15,17,0
Kurikka_2015,817,1118,2594,2605,345,154,34,197,1,0,0,3,0,0,28,17,0
Kurikka_2019,1307,1915,3740,3001,480,717,54,408,9,0,0,4,0,0,4,15,0
Kurikka_2023,1069,2121,3166,3974,285,227,49,369,0,0,0,7,0,125,1,0,0
Kuru -09_1983,573,428,443,289,288,0,0,100,24,2,0,0,0,0,0,0,0
Kuru -09_1987,450,385,391,315,74,43,0,39,0,240,0,0,15,0,0,0,26
Kuru -09_1991,399,292,475,253,191,80,0,42,0,9,0,0,4,0,0,0,5
Kuru -09_1995,493,231,503,60,255,64,0,33,13,5,35,0,15,0,13,0,8
Kuru -09_1999,306,262,503,19,240,55,0,58,3,0,13,19,5,0,7,0,10
Kuru -09_2003,345,225,532,11,195,63,0,86,0,0,2,28,3,0,7,0,0
Kuru -09_2007,344,225,451,124,134,58,0,46,0,0,1,22,5,0,4,0,0
Kustavi_1983,182,184,204,121,47,0,9,26,12,0,0,0,0,0,0,0,0
Kustavi_1987,154,192,192,90,26,14,15,22,1,6,0,0,0,0,0,0,8
Kustavi_1991,135,167,216,63,17,26,8,17,0,1,0,0,1,0,0,0,2
Kustavi_1995,175,172,171,12,40,22,14,14,6,0,20,0,1,0,14,0,0
Kustavi_1999,140,201,147,0,28,21,9,16,13,0,1,1,0,0,0,0,0
Kustavi_2003,115,203,158,0,21,24,8,24,0,0,7,1,0,0,4,0,0
Kustavi_2007,106,189,143,20,15,23,11,23,1,0,0,3,0,0,0,0,0
Kustavi_2011,85,183,122,97,17,32,15,8,0,0,0,0,0,0,0,2,0
Kustavi_2015,63,182,177,89,24,32,7,8,0,0,0,0,0,0,1,3,0
Kustavi_2019,87,197,114,105,54,38,9,8,5,0,0,0,0,0,0,1,0
Kustavi_2023,85,266,73,125,38,20,9,22,0,0,0,1,0,7,0,0,0
Kuusamo_1983,1050,1601,5798,1214,628,0,0,93,0,0,0,0,0,0,0,0,0
Kuusamo_1987,721,1268,6929,644,519,225,0,51,0,66,0,0,30,0,0,0,49
Kuusamo_1991,984,810,7027,252,270,242,0,62,0,76,0,0,150,0,0,0,0
Kuusamo_1995,1600,426,6696,108,247,422,0,41,50,0,72,0,119,0,43,0,0
Kuusamo_1999,604,826,6874,24,564,344,0,50,0,0,17,21,4,0,31,0,5
Kuusamo_2003,899,621,7116,15,360,306,19,97,1,0,0,16,4,0,31,0,0
Kuusamo_2007,652,1074,5959,78,419,335,0,67,0,0,0,7,0,0,12,0,0
Kuusamo_2011,824,756,4846,1384,383,182,7,90,1,0,0,5,0,0,6,19,0
Kuusamo_2015,504,588,5547,860,190,773,42,50,0,0,0,10,0,0,8,8,0
Kuusamo_2019,866,511,4026,1192,272,899,7,66,121,0,0,1,0,0,2,17,0
Kuusamo_2023,970,841,3158,1843,279,561,9,92,0,0,0,6,0,126,0,0,0
Kuusankoski -09_1983,6707,2399,556,2214,1135,0,73,374,149,0,0,0,0,0,0,0,0
Kuusankoski -09_1987,5886,2796,508,1067,869,405,60,315,67,255,0,0,83,0,0,0,273
Kuusankoski -09_1991,5759,2027,1085,547,509,775,0,319,0,0,0,0,58,0,0,0,74
Kuusankoski -09_1995,7617,1760,646,24,478,734,0,261,425,0,119,0,14,0,56,0,0
Kuusankoski -09_1999,6278,2180,836,17,471,548,0,391,12,0,0,52,36,0,14,0,0
Kuusankoski -09_2003,6011,1797,1111,24,512,618,0,530,0,0,0,68,25,0,16,0,0
Kuusankoski -09_2007,4459,2096,1226,836,817,383,0,584,3,0,0,20,0,0,13,0,0
Kuusjoki -09_1983,143,207,488,218,98,0,3,12,6,0,0,0,0,0,0,0,0
Kuusjoki -09_1987,148,218,472,178,69,17,6,4,0,13,0,0,1,0,0,0,4
Kuusjoki -09_1991,127,177,535,137,57,25,3,3,0,1,0,0,2,0,0,0,3
Kuusjoki -09_1995,147,231,463,16,58,33,4,2,3,2,38,0,0,0,24,0,0
Kuusjoki -09_1999,130,234,440,5,49,39,5,10,2,0,6,0,0,0,3,0,0
Kuusjoki -09_2003,150,254,458,2,42,45,7,19,0,0,1,2,2,0,2,0,0
Kuusjoki -09_2007,142,226,409,22,39,48,0,28,0,0,4,0,0,0,0,0,0
Kylmäkoski -11_1983,484,416,372,151,166,0,1,61,9,0,0,0,0,0,0,0,0
Kylmäkoski -11_1987,429,372,375,118,113,30,0,46,0,20,0,0,8,0,0,0,9
Kylmäkoski -11_1991,320,256,487,123,89,48,0,37,0,4,0,0,6,0,0,0,3
Kylmäkoski -11_1995,394,326,423,22,99,76,0,21,6,3,19,0,18,0,11,0,5
Kylmäkoski -11_1999,299,233,510,56,117,42,0,38,3,0,14,9,6,0,7,0,6
Kylmäkoski -11_2003,298,305,480,26,106,51,0,26,0,0,0,19,2,0,3,0,0
Kylmäkoski -11_2007,354,377,393,77,84,47,0,38,0,0,1,10,0,0,3,0,0
Kyyjärvi_1983,211,187,645,86,41,0,0,95,3,1,0,0,0,0,0,0,0
Kyyjärvi_1987,171,161,655,93,39,13,0,77,0,8,0,0,2,0,0,0,9
Kyyjärvi_1991,169,90,712,75,19,22,0,79,0,2,0,0,0,0,0,0,0
Kyyjärvi_1995,187,54,590,22,25,24,0,104,0,3,5,0,0,0,7,0,0
Kyyjärvi_1999,145,66,589,8,30,11,0,92,0,0,5,1,1,0,3,0,0
Kyyjärvi_2003,113,50,650,2,15,8,0,90,0,0,0,3,0,0,8,0,0
Kyyjärvi_2007,101,54,615,22,16,6,0,75,0,0,0,1,0,0,3,0,0
Kyyjärvi_2011,99,102,419,123,23,5,0,63,0,0,0,0,0,0,3,3,0
Kyyjärvi_2015,73,55,479,117,20,14,0,44,0,0,0,0,0,0,0,2,0
Kyyjärvi_2019,67,28,440,152,19,24,0,51,5,0,0,0,0,0,0,2,0
Kyyjärvi_2023,61,54,336,158,8,4,0,55,0,0,0,0,0,1,0,0,0
Kälviä -09_1983,329,362,1318,271,49,0,7,248,0,0,0,0,0,0,0,0,0
Kälviä -09_1987,348,403,1290,232,38,12,12,226,0,20,0,0,8,0,0,0,17
Kälviä -09_1991,289,236,1574,124,30,41,5,331,0,3,0,0,18,0,0,0,4
Kälviä -09_1995,433,209,1406,62,52,47,8,290,2,5,57,0,2,0,23,0,3
Kälviä -09_1999,289,268,1293,60,41,25,20,408,3,0,0,4,0,0,15,0,0
Kälviä -09_2003,293,211,1301,85,46,45,17,490,0,0,0,6,2,0,3,0,0
Kälviä -09_2007,318,219,1231,246,41,24,16,424,0,0,0,4,0,0,10,0,0
Kärkölä_1983,836,1129,493,310,289,0,5,66,15,0,0,0,0,0,0,0,0
Kärkölä_1987,741,1197,465,124,199,83,7,57,0,82,0,0,4,0,0,0,30
Kärkölä_1991,589,849,759,103,175,140,0,60,0,2,0,0,5,0,0,0,16
Kärkölä_1995,755,841,670,15,184,85,0,69,0,11,61,0,3,0,16,0,10
Kärkölä_1999,640,680,641,3,174,106,0,121,13,0,5,7,2,0,5,0,0
Kärkölä_2003,628,521,652,171,124,69,0,184,3,0,0,12,5,0,2,0,0
Kärkölä_2007,563,659,657,150,133,85,0,118,1,0,1,10,5,0,6,0,0
Kärkölä_2011,535,558,465,631,118,77,0,103,2,0,0,4,0,0,0,21,0
Kärkölä_2015,448,480,561,604,108,68,0,80,0,0,0,4,0,0,30,35,0
Kärkölä_2019,488,431,326,637,165,118,9,86,41,0,0,0,0,0,0,5,0
Kärkölä_2023,495,512,227,653,104,44,13,78,0,0,0,1,0,53,0,0,0
Kärsämäki_1983,202,131,1181,322,225,0,0,37,0,2,0,0,0,0,0,0,0
Kärsämäki_1987,145,74,1506,154,175,64,0,16,0,21,0,0,2,0,0,0,19
Kärsämäki_1991,99,31,1604,37,94,160,0,26,0,5,0,0,8,0,0,0,0
Kärsämäki_1995,210,46,1286,65,142,42,0,20,18,0,5,0,12,0,49,0,0
Kärsämäki_1999,209,59,1210,38,96,23,0,26,0,0,0,27,1,0,15,0,1
Kärsämäki_2003,108,28,1330,10,95,37,1,28,0,0,0,4,1,0,20,0,0
Kärsämäki_2007,64,30,1084,341,71,25,0,29,0,0,0,2,0,0,13,0,0
Kärsämäki_2011,91,40,878,356,87,27,0,43,0,0,0,2,0,0,2,3,0
Kärsämäki_2015,82,58,861,254,73,26,5,5,0,0,0,1,0,0,4,11,0
Kärsämäki_2019,135,63,644,339,79,33,2,29,22,0,0,3,0,0,0,12,0
Kärsämäki_2023,107,46,655,442,42,13,2,32,0,0,0,1,0,10,0,0,0
Köyliö -16_1983,560,287,938,167,256,0,0,37,1,0,0,0,0,0,0,0,0
Köyliö -16_1987,461,288,971,77,210,36,0,20,0,30,0,0,2,0,0,0,16
Köyliö -16_1991,449,202,1088,35,146,72,0,11,0,4,0,0,2,0,0,0,9
Köyliö -16_1995,460,183,974,6,165,48,0,24,8,1,9,0,4,0,9,0,3
Köyliö -16_1999,360,185,965,4,160,30,0,41,7,0,0,5,0,0,3,0,0
Köyliö -16_2003,470,148,826,38,141,26,0,28,0,0,0,0,1,0,4,0,0
Köyliö -16_2007,454,148,814,59,74,37,0,14,0,0,0,3,0,0,4,0,0
Köyliö -16_2011,334,143,562,379,82,29,0,21,0,0,0,2,0,0,3,0,0
Köyliö -16_2015,229,91,625,345,63,44,6,14,0,0,0,1,0,0,4,3,0
Lahti_1983,18084,17954,1949,7846,7410,0,196,2824,1097,0,0,0,0,0,0,0,0
Lahti_1987,15141,18000,1905,3062,4847,2322,142,3432,0,3154,0,0,248,0,0,0,841
Lahti_1991,13137,14436,4979,2476,5268,4671,0,2782,0,109,0,0,98,0,0,0,294
Lahti_1995,17939,15194,2756,380,5884,3103,0,2457,0,68,1283,0,83,0,423,0,205
Lahti_1999,14403,14200,3744,66,5610,3200,0,3662,561,0,165,375,44,0,58,0,0
Lahti_2003,16577,11613,5053,159,5424,3551,0,5255,326,0,0,478,155,0,160,0,0
Lahti_2007,13634,13636,5724,1060,5286,3530,0,4052,14,0,40,373,52,0,70,0,0
Lahti_2011,12798,13803,3367,11488,4079,3101,0,4485,12,0,0,218,0,0,24,333,0
Lahti_2015,13107,12871,7170,10775,3292,3470,0,3569,0,0,0,149,0,0,179,540,0
Lahti_2019,16479,13093,4240,13754,4502,6526,208,3959,1344,0,0,0,0,0,0,390,0
Lahti_2023,16434,14606,3385,14969,3969,3489,233,3774,0,0,0,46,0,2058,0,29,0
Laihia_1983,760,1026,1394,547,606,0,18,127,0,0,0,0,0,0,0,0,0
Laihia_1987,671,992,1588,374,270,44,21,127,0,301,0,0,4,0,0,0,22
Laihia_1991,669,881,1809,267,338,96,15,80,0,8,0,0,9,0,0,0,14
Laihia_1995,964,676,1734,127,357,83,37,83,1,7,31,0,17,0,58,0,7
Laihia_1999,782,752,1579,232,297,74,12,111,1,0,0,25,2,0,16,0,0
Laihia_2003,830,802,1637,228,287,59,31,188,0,0,0,12,1,0,16,0,0
Laihia_2007,556,808,1780,285,367,30,35,131,0,0,0,7,0,0,11,0,0
Laihia_2011,620,820,1304,1207,268,44,35,158,0,0,0,3,0,0,9,5,0
Laihia_2015,494,638,1692,1175,147,98,68,143,1,0,0,9,0,0,15,18,0
Laihia_2019,739,793,939,1329,197,138,109,163,3,0,0,3,0,0,2,7,0
Laihia_2023,540,811,823,1517,162,92,86,185,0,0,0,3,0,78,0,0,0
Laitila_1983,1153,929,1926,885,350,0,14,150,57,0,0,0,0,0,0,0,0
Laitila_1987,959,1068,1816,703,207,64,27,104,1,135,0,0,12,0,0,0,86
Laitila_1991,882,693,2168,665,198,137,10,111,0,11,0,0,14,0,0,0,8
Laitila_1995,1085,874,1843,92,360,162,9,125,30,7,175,0,9,0,63,0,0
Laitila_1999,880,1059,1836,11,289,115,14,111,37,0,16,15,0,0,11,0,0
Laitila_2003,936,1115,1857,9,264,107,11,141,0,0,8,9,6,0,39,0,0
Laitila_2007,811,801,1984,103,239,103,13,145,4,0,18,11,3,0,10,0,0
Laitila_2011,681,668,1300,1098,202,82,20,143,1,0,0,9,0,0,4,12,0
Laitila_2015,644,593,1620,954,137,117,13,112,0,0,0,3,0,0,20,14,0
Laitila_2019,634,682,1060,1083,256,132,30,93,62,0,0,3,0,0,168,2,0
Laitila_2023,545,664,1073,1232,187,99,14,177,0,0,0,1,0,87,0,0,0
Lammi -09_1983,1134,1241,895,290,84,0,2,156,69,0,0,0,0,0,0,0,0
Lammi -09_1987,911,1280,847,176,81,99,2,172,0,35,0,0,18,0,0,0,52
Lammi -09_1991,741,1082,1089,117,72,159,0,148,0,8,0,0,6,0,0,0,7
Lammi -09_1995,836,1203,936,19,109,112,0,157,0,3,20,0,2,0,24,0,7
Lammi -09_1999,686,930,924,10,89,120,0,237,13,0,12,21,1,0,11,0,0
Lammi -09_2003,792,721,963,9,85,126,0,266,1,0,0,31,3,0,7,0,0
Lammi -09_2007,682,885,853,47,97,114,0,193,71,0,0,16,1,0,0,0,0
Lapinjärvi_1983,483,309,402,156,89,0,748,31,18,1,0,0,0,0,0,0,0
Lapinjärvi_1987,395,237,385,110,47,21,748,28,13,28,0,0,12,0,0,0,33
Lapinjärvi_1991,256,215,463,30,50,57,783,21,0,6,0,0,11,0,0,0,12
Lapinjärvi_1995,369,156,396,5,45,46,725,19,4,6,16,0,2,0,61,0,2
Lapinjärvi_1999,284,194,474,0,40,47,545,17,0,0,5,9,1,0,5,0,3
Lapinjärvi_2003,335,158,381,9,41,57,584,37,1,0,4,2,6,0,3,0,0
Lapinjärvi_2007,228,207,370,53,38,85,502,27,0,0,0,3,2,0,2,0,0
Lapinjärvi_2011,162,174,261,253,60,67,517,33,3,0,0,4,0,0,3,10,0
Lapinjärvi_2015,116,122,291,251,56,93,476,28,1,0,0,4,0,0,8,8,0
Lapinjärvi_2019,166,109,287,176,40,87,428,25,49,0,0,8,0,0,1,7,0
Lapinjärvi_2023,165,185,158,272,25,56,370,34,1,0,0,4,0,37,0,0,0
Lapinlahti_1983,496,509,1787,1051,753,0,0,95,0,4,0,0,0,0,0,0,0
Lapinlahti_1987,849,370,1725,585,601,46,0,158,17,71,0,0,14,0,0,0,37
Lapinlahti_1991,579,312,1950,398,507,164,0,158,0,7,0,0,5,0,0,0,0
Lapinlahti_1995,822,278,1892,122,494,98,0,214,0,0,30,0,0,0,84,0,0
Lapinlahti_1999,413,266,2148,143,588,121,0,184,0,0,14,12,6,0,16,0,0
Lapinlahti_2003,508,232,2145,35,389,222,0,379,0,0,0,38,1,0,6,0,0
Lapinlahti_2007,354,453,2065,144,376,168,0,269,0,0,3,14,0,0,1,0,0
Lapinlahti_2011,523,393,2109,1295,423,169,0,259,1,0,0,24,0,0,4,0,0
Lapinlahti_2015,441,320,1987,1053,304,190,0,869,0,0,0,21,0,0,8,10,0
Lapinlahti_2019,478,368,1563,1153,324,198,0,902,48,0,0,8,0,0,1,13,0
Lapinlahti_2023,452,421,1030,1414,213,106,3,1053,0,0,0,2,0,80,0,0,0
Lappajärvi_1983,217,442,1919,206,150,0,6,101,0,0,0,0,0,0,0,0,0
Lappajärvi_1987,209,368,1720,212,121,20,4,109,0,68,0,0,8,0,0,0,17
Lappajärvi_1991,189,257,1761,429,66,30,5,88,0,1,0,0,3,0,0,0,8
Lappajärvi_1995,282,184,1652,240,52,70,3,79,0,2,23,0,1,0,3,0,6
Lappajärvi_1999,169,232,1580,348,40,14,4,99,0,0,0,2,0,0,11,0,0
Lappajärvi_2003,164,183,1493,272,25,29,5,122,0,0,0,3,1,0,11,0,0
Lappajärvi_2007,132,196,1362,325,31,17,5,98,0,0,0,1,0,0,24,0,0
Lappajärvi_2011,149,163,899,503,26,21,7,311,0,0,0,2,0,0,7,4,0
Lappajärvi_2015,105,121,1316,236,15,28,7,192,0,0,0,0,0,0,14,10,0
Lappajärvi_2019,135,151,767,381,21,46,5,194,2,0,0,0,0,0,0,3,0
Lappajärvi_2023,108,280,686,396,22,28,7,93,0,0,0,0,0,18,0,0,0
Lappeenranta_1983,13947,7706,5150,3000,1909,0,49,1234,277,0,0,0,0,0,0,0,0
Lappeenranta_1987,11495,8264,4548,1288,826,1795,41,1131,15,1033,0,0,394,0,0,0,658
Lappeenranta_1991,9925,5810,6681,774,1080,2174,0,1527,0,0,0,0,750,0,0,0,250
Lappeenranta_1995,10393,7093,5285,176,1314,2335,0,910,67,0,576,0,555,0,275,0,0
Lappeenranta_1999,8687,8783,5292,214,1334,1972,0,1506,110,0,0,319,28,0,36,0,0
Lappeenranta_2003,11489,7633,6531,144,1082,1557,0,1893,0,0,0,271,62,0,212,0,0
Lappeenranta_2007,9465,8093,6540,1110,859,2134,0,1588,4,0,0,148,0,0,105,0,0
Lappeenranta_2011,9680,7973,6446,7502,1296,2054,0,3039,0,0,0,0,0,0,38,118,0
Lappeenranta_2015,9085,7742,8218,6910,650,2979,86,1338,14,0,0,49,0,0,273,250,0
Lappeenranta_2019,9662,7584,4994,7321,1250,5125,0,1401,729,0,0,19,0,0,7,145,0
Lappeenranta_2023,9450,9643,4608,8147,1520,3221,59,1226,0,0,0,38,0,754,0,0,0
Lappi -09_1983,719,353,766,158,148,0,0,40,2,0,0,0,0,0,0,0,0
Lappi -09_1987,651,396,704,77,156,23,0,35,0,14,0,0,10,0,0,0,22
Lappi -09_1991,605,222,796,38,113,47,0,80,0,1,0,0,5,0,0,0,8
Lappi -09_1995,599,264,726,12,173,24,0,79,17,2,15,0,1,0,17,0,2
Lappi -09_1999,540,265,680,4,135,45,0,124,9,0,0,3,0,0,2,0,0
Lappi -09_2003,533,195,772,28,148,51,0,107,0,0,0,2,0,0,10,0,0
Lappi -09_2007,539,223,714,68,93,51,0,54,0,0,2,2,0,0,2,0,0
Lapua_1983,1434,2782,2932,1107,658,0,10,373,0,0,0,0,0,0,0,0,0
Lapua_1987,747,2206,4359,1058,411,33,11,305,0,110,0,0,10,0,0,0,52
Lapua_1991,865,1874,4371,858,315,99,10,274,1,4,0,0,12,0,0,0,15
Lapua_1995,1161,2024,4062,288,314,235,20,296,0,10,57,0,4,0,41,0,19
Lapua_1999,981,2432,3632,417,286,57,9,339,10,0,0,8,7,0,45,0,0
Lapua_2003,913,1557,4116,597,235,90,14,407,0,0,0,8,5,0,57,0,0
Lapua_2007,775,2249,3492,643,183,73,16,447,0,0,0,6,0,0,29,0,0
Lapua_2011,779,2583,2119,1417,165,75,17,907,2,0,0,1,0,0,22,18,0
Lapua_2015,628,1600,3340,1494,140,131,21,617,2,0,0,8,0,0,40,24,0
Lapua_2019,660,2398,2183,1698,129,167,25,503,2,0,0,3,0,0,6,19,0
Lapua_2023,646,2302,1981,2254,104,122,33,364,0,0,0,1,0,107,3,0,0
Laukaa_1983,2500,1179,2173,755,1410,0,7,385,87,8,0,0,0,0,0,0,0
Laukaa_1987,2047,1467,2248,761,1184,240,3,279,0,120,0,0,28,0,0,0,88
Laukaa_1991,1846,932,3140,597,976,297,0,404,0,14,0,0,9,0,0,0,0
Laukaa_1995,2429,1014,2511,56,1267,351,0,634,0,31,107,0,10,0,105,0,0
