Constituency_Year,SDP,KOK,KESK,PS,VAS,VIHR,RKP,KD,Others,Other party,SKS (2007),SKP,LIB (2007),LIIKE,KaL,Pirate Pty,SEP (1999)
Sodankylä_2023,627,447,1544,1256,280,101,9,54,127,0,0,5,0,27,0,0,0
Soini_1983,157,166,983,379,86,0,3,129,0,0,0,0,0,0,0,0,0
Soini_1987,101,114,926,401,84,12,1,125,0,13,0,0,2,0,0,0,19
Soini_1991,60,111,930,355,59,16,0,126,2,2,0,0,2,0,0,0,17
Soini_1995,131,82,958,192,53,21,1,103,0,2,8,0,0,0,8,0,6
Soini_1999,52,131,768,246,36,25,0,118,2,0,0,1,0,0,12,0,0
Soini_2003,61,108,812,203,47,30,4,152,0,0,0,3,0,0,9,0,0
Soini_2007,59,88,795,219,39,11,1,110,0,0,0,1,0,0,11,0,0
Soini_2011,56,95,555,447,17,3,1,111,0,0,0,1,0,0,4,3,0
Soini_2015,52,60,659,318,10,9,4,99,0,0,0,1,0,0,12,1,0
Soini_2019,68,79,447,267,22,23,2,117,4,0,0,0,0,0,0,1,0
Soini_2023,54,102,434,315,15,18,2,134,0,0,0,0,0,5,1,0,0
Somero_1983,1165,1392,2346,599,808,0,7,107,70,0,0,0,0,0,0,0,0
Somero_1987,947,1350,2491,226,589,124,5,70,0,228,0,0,16,0,0,0,68
Somero_1991,768,641,3432,327,487,159,25,41,1,10,0,0,3,0,0,0,6
Somero_1995,1001,794,3230,39,422,137,15,57,24,8,124,0,2,0,34,0,0
Somero_1999,744,748,3202,12,365,114,11,70,8,0,20,15,150,0,6,0,0
Somero_2003,983,853,2942,15,346,168,21,142,0,0,17,22,6,0,11,0,0
Somero_2007,829,753,2841,89,379,132,21,271,2,0,5,12,2,0,2,0,0
Somero_2011,839,797,2195,813,268,120,30,132,1,0,0,9,0,0,10,9,0
Somero_2015,670,520,2403,797,247,352,22,111,1,0,0,7,0,0,24,14,0
Somero_2019,760,423,2039,1135,355,131,22,74,81,0,0,5,0,0,1,6,0
Somero_2023,637,593,1517,1580,235,98,16,108,0,0,0,0,0,88,0,0,0
Sonkajärvi_1983,513,349,1392,925,811,0,0,99,0,1,0,0,0,0,0,0,0
Sonkajärvi_1987,378,291,1295,854,566,44,0,113,6,148,0,0,20,0,0,0,18
Sonkajärvi_1991,264,242,1610,489,517,139,0,288,0,4,0,0,2,0,0,0,0
Sonkajärvi_1995,358,272,1168,192,566,63,0,590,0,0,19,0,3,0,31,0,0
Sonkajärvi_1999,305,195,1388,297,431,54,0,129,0,0,2,76,1,0,46,0,0
Sonkajärvi_2003,281,154,1421,78,306,63,0,321,0,0,0,115,4,0,1,0,0
Sonkajärvi_2007,287,281,1223,186,260,60,0,188,0,0,2,52,0,0,1,0,0
Sonkajärvi_2011,309,194,863,692,175,74,0,162,1,0,0,48,0,0,0,0,0
Sonkajärvi_2015,216,155,993,532,145,71,0,234,0,0,0,13,0,0,5,4,0
Sonkajärvi_2019,255,148,654,670,153,81,0,258,16,0,0,11,0,0,0,2,0
Sonkajärvi_2023,219,183,559,704,101,26,0,337,0,0,0,3,0,20,0,1,0
Sotkamo_1983,712,880,2695,544,2170,0,0,191,0,2,0,0,0,0,0,0,0
Sotkamo_1987,433,795,2478,364,2051,140,0,183,0,152,0,0,17,0,0,0,45
Sotkamo_1991,452,475,3063,113,1828,155,0,163,0,44,0,0,13,0,0,0,0
Sotkamo_1995,551,481,2260,61,1823,177,0,99,38,0,55,0,74,0,231,0,0
Sotkamo_1999,286,396,3204,16,1659,111,0,113,0,0,46,52,1,0,91,0,5
Sotkamo_2003,436,307,3090,9,1370,97,4,262,3,0,0,15,5,0,21,0,0
Sotkamo_2007,346,443,2912,170,1385,105,0,177,0,0,1,2,0,0,9,0,0
Sotkamo_2011,379,588,2076,1076,1143,96,7,152,3,0,0,9,0,0,2,14,0
Sotkamo_2015,334,462,2404,1182,746,184,15,81,0,0,0,6,0,0,10,10,0
Sotkamo_2019,417,504,1933,1012,831,273,3,121,77,0,0,0,0,0,4,14,0
Sotkamo_2023,468,838,1536,1337,533,157,4,601,0,0,0,3,0,28,0,0,0
Sulkava_1983,733,409,1127,185,186,0,0,100,0,0,0,0,0,0,0,0,0
Sulkava_1987,646,300,1097,169,101,45,0,71,0,29,0,0,25,0,0,0,9
Sulkava_1991,508,237,1220,73,90,112,0,66,1,0,0,0,1,0,0,0,7
Sulkava_1995,606,237,949,25,84,118,0,68,0,2,15,0,1,0,23,0,7
Sulkava_1999,501,247,916,6,45,49,0,87,8,0,0,5,0,0,1,0,4
Sulkava_2003,468,154,1038,13,53,42,0,56,0,0,0,6,0,0,7,0,0
Sulkava_2007,371,216,873,38,25,118,0,61,0,0,0,8,0,0,6,0,0
Sulkava_2011,361,176,648,317,42,72,0,64,0,0,0,1,0,0,2,2,0
Sulkava_2015,279,139,766,242,37,54,1,58,0,0,0,0,0,0,4,1,0
Sulkava_2019,326,171,594,170,30,69,0,60,14,0,0,1,0,0,2,4,0
Sulkava_2023,257,453,376,187,26,22,3,44,0,0,0,1,0,47,0,0,0
Sumiainen -07_1983,119,100,408,73,160,0,1,48,2,1,0,0,0,0,0,0,0
Sumiainen -07_1987,98,90,397,61,146,19,0,40,0,18,0,0,1,0,0,0,2
Sumiainen -07_1991,75,47,466,41,111,21,0,51,0,0,0,0,1,0,0,0,0
Sumiainen -07_1995,94,49,379,5,133,26,0,115,0,3,6,0,1,0,2,0,0
Sumiainen -07_1999,76,108,351,2,121,15,0,88,0,0,5,1,1,0,1,0,0
Sumiainen -07_2003,98,29,382,4,127,15,0,79,0,0,0,1,0,0,1,0,0
Suodenniemi -07_1983,118,244,323,186,153,0,0,37,0,0,0,0,0,0,0,0,0
Suodenniemi -07_1987,98,232,332,169,120,15,0,21,0,18,0,0,3,0,0,0,14
Suodenniemi -07_1991,85,204,380,141,112,16,0,26,0,0,0,0,1,0,0,0,12
Suodenniemi -07_1995,117,147,368,65,91,6,0,39,22,0,4,0,29,0,5,0,4
Suodenniemi -07_1999,88,165,322,30,100,9,0,45,6,0,0,5,0,0,2,0,0
Suodenniemi -07_2003,91,151,362,39,48,15,0,29,0,0,1,7,0,0,3,0,0
Suolahti -07_1983,1337,476,303,176,1323,0,9,181,47,3,0,0,0,0,0,0,0
Suolahti -07_1987,1112,452,269,150,1156,121,5,157,0,165,0,0,17,0,0,0,28
Suolahti -07_1991,919,290,510,171,1016,154,0,233,0,4,0,0,4,0,0,0,0
Suolahti -07_1995,1178,223,313,13,1031,119,0,361,0,17,37,0,3,0,16,0,0
Suolahti -07_1999,898,239,476,3,746,84,1,359,0,0,19,35,2,0,2,0,0
Suolahti -07_2003,854,208,596,3,721,83,0,288,0,0,0,30,2,0,10,0,0
Suomenniemi -13_1983,163,103,298,112,25,0,0,22,3,0,0,0,0,0,0,0,0
Suomenniemi -13_1987,153,84,287,64,11,11,0,24,0,11,0,0,1,0,0,0,8
Suomenniemi -13_1991,128,47,334,30,9,24,0,14,0,0,0,0,0,0,0,0,4
Suomenniemi -13_1995,116,57,286,11,10,9,0,14,0,0,4,0,0,0,2,0,0
Suomenniemi -13_1999,80,37,386,5,5,8,0,19,0,0,0,2,0,0,0,0,0
Suomusjärvi -09_1983,222,180,310,115,75,0,2,6,6,0,0,0,0,0,0,0,0
Suomusjärvi -09_1987,200,175,301,77,68,14,1,4,0,19,0,0,1,0,0,0,9
Suomusjärvi -09_1991,186,126,364,37,71,22,2,1,0,3,0,0,1,0,0,0,0
Suomusjärvi -09_1995,225,149,267,6,74,23,4,5,2,0,33,0,3,0,10,0,0
Suomusjärvi -09_1999,170,153,277,2,76,38,8,7,10,0,5,6,0,0,2,0,0
Suomusjärvi -09_2003,178,137,272,4,48,64,4,9,0,0,6,4,4,0,3,0,0
Suomusjärvi -09_2007,171,157,227,19,54,38,6,23,0,0,0,2,0,0,1,0,0
Suomussalmi_1983,655,811,3186,672,2251,0,0,203,0,2,0,0,0,0,0,0,0
Suomussalmi_1987,262,588,2933,570,2154,230,0,135,0,100,0,0,12,0,0,0,62
Suomussalmi_1991,294,412,3760,142,1529,275,0,127,0,14,0,0,26,0,0,0,0
Suomussalmi_1995,406,782,2087,61,1941,313,0,106,77,0,88,0,49,0,117,0,0
Suomussalmi_1999,223,518,2983,31,1728,123,0,68,0,0,9,32,1,0,96,0,33
Suomussalmi_2003,239,482,3278,22,1361,73,6,114,1,0,0,7,1,0,28,0,0
Suomussalmi_2007,172,545,1953,125,1931,77,0,87,0,0,1,2,0,0,20,0,0
Suomussalmi_2011,149,248,1464,970,1719,42,2,109,3,0,0,3,0,0,3,9,0
Suomussalmi_2015,199,244,2205,624,924,106,8,57,0,0,0,8,0,0,8,6,0
Suomussalmi_2019,181,273,1416,886,1132,122,5,71,53,0,0,5,0,0,3,2,0
Suomussalmi_2023,228,278,1420,975,780,56,2,126,0,0,0,4,0,53,0,0,0
Suonenjoki_1983,1048,616,2054,922,961,0,0,120,0,2,0,0,0,0,0,0,0
Suonenjoki_1987,877,525,2120,696,801,101,0,123,16,85,0,0,33,0,0,0,36
Suonenjoki_1991,841,443,2171,449,520,188,0,148,0,3,0,0,13,0,0,0,0
Suonenjoki_1995,1189,354,1922,139,539,207,0,83,0,0,114,0,5,0,26,0,0
Suonenjoki_1999,705,418,2096,88,491,128,0,144,0,0,54,16,1,0,7,0,0
Suonenjoki_2003,807,540,1815,18,360,129,0,269,0,0,0,10,3,0,4,0,0
Suonenjoki_2007,708,544,1722,101,348,88,0,334,0,0,2,7,0,0,1,0,0
Suonenjoki_2011,648,412,1339,805,301,111,0,172,0,0,0,5,0,0,2,0,0
Suonenjoki_2015,476,285,1590,634,215,132,0,247,0,0,0,10,0,0,10,11,0
Suonenjoki_2019,505,384,1132,702,266,178,0,319,48,0,0,3,0,0,3,7,0
Suonenjoki_2023,475,472,784,821,185,100,2,489,1,0,0,4,0,76,0,7,0
Sysmä_1983,996,1089,843,337,229,0,0,176,0,0,0,0,0,0,0,0,0
Sysmä_1987,833,1044,832,154,132,72,0,126,0,43,0,0,12,0,0,0,27
Sysmä_1991,693,711,997,200,86,105,0,130,1,5,0,0,1,0,0,0,13
Sysmä_1995,761,668,904,80,92,92,0,122,0,12,22,0,0,0,32,0,4
Sysmä_1999,560,723,935,11,91,130,0,112,6,0,0,3,0,0,3,0,26
Sysmä_2003,589,539,1073,8,95,74,0,122,3,0,0,5,9,0,6,0,0
Sysmä_2007,517,590,940,43,95,60,0,140,2,0,1,6,0,0,2,0,0
Sysmä_2011,446,447,817,414,47,37,0,117,0,0,0,5,0,0,14,3,0
Sysmä_2015,311,364,1058,364,66,40,0,113,0,0,0,3,0,0,22,3,0
Sysmä_2019,406,384,596,439,67,123,2,84,26,0,0,0,0,0,0,4,0
Sysmä_2023,382,442,478,508,59,23,2,92,0,0,0,0,0,28,0,0,0
Säkylä_1983,899,790,731,267,466,0,0,74,3,0,0,0,0,0,0,0,0
Säkylä_1987,740,853,700,158,501,56,0,32,0,59,0,0,10,0,0,0,34
Säkylä_1991,745,689,981,80,332,101,0,45,0,13,0,0,7,0,0,0,7
Säkylä_1995,926,569,879,12,415,78,0,68,19,1,41,0,2,0,32,0,3
Säkylä_1999,762,621,962,3,274,48,0,98,9,0,0,5,0,0,20,0,0
Säkylä_2003,740,574,890,44,324,74,0,60,0,0,0,3,1,0,38,0,0
Säkylä_2007,763,534,905,101,213,59,0,29,0,0,6,2,0,0,28,0,0
Säkylä_2011,620,538,529,566,232,89,0,27,0,0,0,3,0,0,17,0,0
Säkylä_2015,507,312,844,517,186,58,1,25,0,0,0,2,0,0,5,3,0
Säkylä_2019,854,416,1422,749,275,148,0,64,51,0,0,5,0,0,0,4,0
Säkylä_2023,797,563,960,948,173,72,12,64,0,0,0,0,0,31,0,0,0
Särkisalo -09_1983,264,122,92,50,29,0,70,13,4,0,0,0,0,0,0,0,0
Särkisalo -09_1987,242,130,79,22,7,8,78,7,1,7,0,0,2,0,0,0,3
Särkisalo -09_1991,210,116,90,11,15,26,77,3,0,6,0,0,0,0,0,0,2
Särkisalo -09_1995,211,114,67,2,14,20,68,5,0,0,11,0,1,0,6,0,0
Säynätsalo -93_1983,837,261,71,62,712,0,3,36,29,0,0,0,0,0,0,0,0
Säynätsalo -93_1987,762,322,80,50,627,104,3,35,0,53,0,0,17,0,0,0,20
Säynätsalo -93_1991,708,257,211,111,499,121,0,53,0,7,0,0,7,0,0,0,0
Taipalsaari_1983,617,600,754,248,38,0,2,166,21,0,0,0,0,0,0,0,0
Taipalsaari_1987,572,607,765,148,26,118,1,174,3,20,0,0,17,0,0,0,22
Taipalsaari_1991,559,444,945,89,27,145,0,167,0,0,0,0,32,0,0,0,14
Taipalsaari_1995,670,538,804,25,51,142,0,115,3,0,60,0,33,0,22,0,0
Taipalsaari_1999,536,676,798,7,70,161,0,144,3,0,0,5,3,0,3,0,0
Taipalsaari_2003,704,516,990,9,55,85,0,153,0,0,0,16,4,0,9,0,0
Taipalsaari_2007,684,655,853,84,38,121,0,150,0,0,0,9,0,0,10,0,0
Taipalsaari_2011,549,583,631,585,46,112,0,137,0,0,0,0,0,0,6,3,0
Taipalsaari_2015,571,526,773,523,24,149,3,118,1,0,0,3,0,0,15,4,0
Taipalsaari_2019,607,534,514,529,55,287,0,106,52,0,0,3,0,0,0,3,0
Taipalsaari_2023,548,647,448,629,37,200,5,130,0,0,0,3,0,73,0,0,0
Taivalkoski_1983,668,322,1328,562,265,0,0,218,0,2,0,0,0,0,0,0,0
Taivalkoski_1987,495,283,1458,502,161,197,0,20,0,95,0,0,4,0,0,0,45
Taivalkoski_1991,472,165,1676,256,127,178,0,17,0,14,0,0,67,0,0,0,0
Taivalkoski_1995,436,110,2020,256,110,76,0,15,18,0,13,0,39,0,22,0,0
Taivalkoski_1999,292,95,2265,30,121,43,0,4,0,0,6,17,0,0,10,0,5
Taivalkoski_2003,375,69,1873,27,111,60,4,21,2,0,0,7,1,0,23,0,0
Taivalkoski_2007,354,131,1348,92,120,53,0,29,0,0,0,5,0,0,8,0,0
Taivalkoski_2011,315,91,1240,503,87,58,1,23,0,0,0,3,0,0,0,8,0
Taivalkoski_2015,274,66,1406,393,64,51,6,9,0,0,0,6,0,0,4,6,0
Taivalkoski_2019,357,72,912,465,125,87,1,23,44,0,0,6,0,0,0,3,0
Taivalkoski_2023,336,120,782,581,80,37,2,29,0,0,0,4,0,19,0,0,0
Taivassalo_1983,215,326,393,247,59,0,15,34,6,4,0,0,0,0,0,0,0
Taivassalo_1987,185,364,420,144,53,13,17,21,4,23,0,0,1,0,0,0,11
Taivassalo_1991,171,259,533,99,49,20,7,11,0,2,0,0,6,0,0,0,6
Taivassalo_1995,183,261,400,27,77,43,10,20,7,1,57,0,0,0,24,0,0
Taivassalo_1999,166,246,388,2,67,47,7,20,26,0,2,2,0,0,0,0,0
Taivassalo_2003,141,273,388,4,73,35,14,36,0,0,6,6,2,0,4,0,0
Taivassalo_2007,147,281,339,50,53,45,12,35,5,0,15,0,0,0,1,0,0
Taivassalo_2011,129,247,270,220,55,36,14,29,1,0,0,2,0,0,4,1,0
Taivassalo_2015,95,219,338,212,38,37,6,17,0,0,0,1,0,0,4,2,0
Taivassalo_2019,121,193,246,260,76,26,10,14,18,0,0,1,0,0,2,0,0
Taivassalo_2023,93,410,138,234,58,20,6,23,0,0,0,0,0,12,0,0,0
Tammela_1983,936,764,1193,333,397,0,0,66,54,0,0,0,0,0,0,0,0
Tammela_1987,796,810,1363,144,326,92,2,47,0,128,0,0,4,0,0,0,26
Tammela_1991,751,674,1561,59,302,185,0,40,0,2,0,0,1,0,0,0,6
Tammela_1995,957,710,1352,14,315,206,0,60,0,4,33,0,2,0,21,0,3
Tammela_1999,709,670,1435,4,359,158,0,137,9,0,4,40,0,0,3,0,0
Tammela_2003,908,527,1486,10,374,149,0,145,1,0,0,55,4,0,5,0,0
Tammela_2007,730,433,1655,41,342,255,0,157,2,0,2,19,3,0,1,0,0
Tammela_2011,673,626,1324,618,256,132,0,151,0,0,0,14,0,0,0,17,0
Tammela_2015,790,730,1090,582,223,109,0,106,0,0,0,13,0,0,17,10,0
Tammela_2019,930,633,789,688,179,166,11,115,29,0,0,0,0,0,0,13,0
Tammela_2023,681,716,722,918,178,89,3,156,0,0,0,2,0,49,0,1,0
Tammisaari -09_1983,2604,364,52,209,235,0,3230,40,75,2,0,0,0,0,0,0,0
Tammisaari -09_1987,2329,307,49,125,152,106,3613,35,9,50,0,0,33,0,0,0,89
Tammisaari -09_1991,1943,192,170,55,193,326,3429,36,10,15,0,0,15,0,0,0,14
Tammisaari -09_1995,2434,219,101,6,403,559,4398,24,5,22,68,0,3,0,15,0,5
Tammisaari -09_1999,1709,256,182,5,307,226,4958,57,6,0,31,39,0,0,12,0,11
Tammisaari -09_2003,2012,257,303,17,307,302,4609,88,3,0,5,44,23,0,9,0,0
Tammisaari -09_2007,1782,451,184,81,229,383,4936,125,1,0,0,31,1,0,3,0,0
Tampere_1983,31296,31632,3457,9113,21834,0,0,5186,2017,70,0,0,0,0,0,0,0
Tampere_1987,28107,33338,2475,6760,9336,5166,0,2302,0,10269,0,0,1879,0,0,0,1644
Tampere_1991,22647,27589,5976,10304,14643,9145,0,2441,0,509,0,0,1151,0,0,0,344
Tampere_1995,31382,24248,5840,397,15236,8745,0,2201,1493,144,2867,0,1591,0,1045,0,393
Tampere_1999,23777,28856,8120,283,17694,10184,0,4488,161,0,1823,912,1007,0,394,0,405
Tampere_2003,28631,29124,10417,496,12577,16061,0,6322,0,0,211,2885,342,0,455,0,0
Tampere_2007,26679,30962,11220,4710,10446,14843,0,6553,0,0,42,2230,453,0,141,0,0
Tampere_2011,27029,29986,6593,23116,12201,15082,0,5782,0,0,0,1084,0,0,93,1829,0
Tampere_2015,24284,28134,13396,18638,11887,19027,0,5931,1561,0,0,576,0,0,1178,2207,0
Tampere_2019,29963,28272,6899,21157,13264,24683,204,6784,3838,0,0,331,0,0,323,1548,0
Tampere_2023,41054,33985,5305,23523,12672,16501,510,6518,53,0,0,266,0,3957,30,323,0
Tarvasjoki -15_1983,130,326,429,177,41,0,9,25,13,0,0,0,0,0,0,0,0
Tarvasjoki -15_1987,88,324,439,137,39,16,12,11,0,16,0,0,1,0,0,0,11
Tarvasjoki -15_1991,104,266,536,75,37,25,4,10,3,4,0,0,1,0,0,0,1
Tarvasjoki -15_1995,161,279,391,13,57,25,3,9,7,2,130,0,1,0,9,0,0
Tarvasjoki -15_1999,106,400,401,2,63,30,3,5,7,0,3,1,0,0,0,0,0
Tarvasjoki -15_2003,126,366,420,2,60,33,2,32,0,0,12,3,0,0,4,0,0
Tarvasjoki -15_2007,122,364,363,43,52,40,6,37,0,0,11,3,0,0,0,0,0
Tarvasjoki -15_2011,117,299,298,245,57,37,8,23,1,0,0,1,0,0,1,6,0
Tenhola -93_1983,721,37,23,71,92,0,980,18,11,0,0,0,0,0,0,0,0
Tenhola -93_1987,629,32,25,76,38,12,1029,13,5,17,0,0,6,0,0,0,14
Tenhola -93_1991,475,29,97,11,61,162,939,15,0,2,0,0,0,0,0,0,2
Tervo_1983,133,105,769,280,237,0,0,52,0,4,0,0,0,0,0,0,0
Tervo_1987,131,91,780,197,165,11,0,55,13,32,0,0,10,0,0,0,13
Tervo_1991,169,94,674,120,143,56,0,57,0,3,0,0,3,0,0,0,0
Tervo_1995,206,78,620,30,126,40,0,41,0,0,12,0,1,0,19,0,0
Tervo_1999,179,87,608,50,99,26,0,39,0,0,5,6,0,0,8,0,0
Tervo_2003,156,72,637,7,61,22,0,75,0,0,0,4,0,0,0,0,0
Tervo_2007,145,89,545,37,70,13,0,67,0,0,0,5,0,0,1,0,0
Tervo_2011,141,81,397,237,45,33,0,23,1,0,0,3,0,0,4,0,0
Tervo_2015,108,62,449,198,33,35,0,49,0,0,0,4,0,0,2,6,0
Tervo_2019,105,65,360,162,44,39,0,84,9,0,0,2,0,0,0,0,0
Tervo_2023,121,93,293,202,27,21,0,87,0,0,0,1,0,15,0,2,0
Tervola_1983,225,185,1459,67,568,0,0,15,373,2,0,0,0,0,0,0,0
Tervola_1987,185,121,1365,62,497,28,0,24,0,391,0,0,14,0,0,0,13
Tervola_1991,170,70,1581,33,560,43,0,11,2,4,0,0,6,0,0,0,5
Tervola_1995,231,69,1216,3,683,33,0,29,7,0,11,0,5,0,14,0,0
Tervola_1999,160,107,1214,3,637,12,2,20,37,0,0,10,0,0,1,0,0
Tervola_2003,172,74,1088,36,580,11,1,11,0,0,0,11,1,0,15,0,0
Tervola_2007,118,78,948,40,759,9,0,24,0,0,0,0,0,0,1,0,0
Tervola_2011,106,88,873,335,385,18,2,20,0,0,0,3,0,0,0,0,0
Tervola_2015,133,49,1023,273,302,14,3,13,0,0,0,2,0,0,6,5,0
Tervola_2019,135,69,714,331,304,80,4,13,11,0,0,1,0,0,3,2,0
Tervola_2023,169,84,554,506,172,19,3,20,10,0,0,7,0,19,0,0,0
Teuva_1983,502,1565,1767,459,711,0,15,80,0,0,0,0,0,0,0,0,0
Teuva_1987,428,1451,1803,356,450,29,11,73,0,241,0,0,3,0,0,0,25
Teuva_1991,328,1113,2149,246,441,115,14,51,0,5,0,0,3,0,0,0,24
Teuva_1995,414,742,2313,148,432,107,12,77,2,4,14,0,4,0,21,0,7
Teuva_1999,307,633,2286,197,305,35,7,71,1,0,0,49,1,0,11,0,0
Teuva_2003,284,593,2392,153,251,30,8,92,0,0,0,29,1,0,9,0,0
Teuva_2007,192,660,2017,189,469,29,17,114,0,0,0,1,0,0,7,0,0
Teuva_2011,270,674,1537,613,257,29,7,135,1,0,0,2,0,0,1,4,0
Teuva_2015,185,468,1650,543,337,36,13,95,0,0,0,1,0,0,6,2,0
Teuva_2019,211,491,1210,579,357,42,21,98,0,0,0,0,0,0,0,0,0
Teuva_2023,202,507,774,865,170,23,21,155,0,0,0,10,0,30,1,0,0
Tohmajärvi_1983,1108,648,1234,400,226,0,0,252,0,16,0,0,0,0,0,0,0
Tohmajärvi_1987,999,549,1216,288,98,35,0,161,54,64,0,0,24,0,0,0,7
Tohmajärvi_1991,843,371,1365,125,91,88,0,180,0,28,0,0,10,0,0,0,11
Tohmajärvi_1995,974,321,1157,39,87,78,0,228,1,4,13,0,3,0,19,0,6
Tohmajärvi_1999,856,332,1052,24,85,56,0,220,0,0,26,7,0,0,8,0,3
Tohmajärvi_2003,906,189,1204,14,61,91,0,104,0,0,0,8,2,0,5,0,0
Tohmajärvi_2007,798,223,1338,88,47,189,0,95,0,0,0,12,0,0,1,0,0
Tohmajärvi_2011,629,198,951,581,96,55,0,92,37,0,0,3,0,0,3,2,0
Tohmajärvi_2015,495,175,997,569,58,72,0,123,0,0,0,3,0,0,9,10,0
Tohmajärvi_2019,542,201,756,455,77,90,0,166,19,0,0,3,0,0,0,1,0
Tohmajärvi_2023,471,221,687,499,47,51,1,202,2,0,0,7,0,53,0,0,0
Toholampi_1983,408,227,1474,222,112,0,2,51,0,0,0,0,0,0,0,0,0
Toholampi_1987,387,238,1462,152,73,15,1,42,0,27,0,0,3,0,0,0,15
Toholampi_1991,331,148,1674,99,78,33,4,63,0,6,0,0,3,0,0,0,0
Toholampi_1995,309,380,1441,44,49,23,4,62,0,6,18,0,4,0,16,0,4
Toholampi_1999,228,73,1786,52,29,11,0,85,1,0,0,6,3,0,7,0,0
Toholampi_2003,218,67,1805,55,20,13,3,59,0,0,0,4,0,0,4,0,0
Toholampi_2007,229,67,1538,88,50,16,0,81,0,0,0,1,0,0,2,0,0
Toholampi_2011,179,87,1285,336,21,17,4,40,0,0,0,1,0,0,6,2,0
Toholampi_2015,158,59,1251,252,59,20,4,34,0,0,0,2,0,0,6,3,0
Toholampi_2019,144,45,1199,297,37,33,2,37,0,0,0,0,0,0,0,2,0
Toholampi_2023,101,80,966,325,26,18,9,170,0,0,0,0,0,9,0,0,0
Toijala -07_1983,1864,1562,304,409,721,0,1,151,55,0,0,0,0,0,0,0,0
Toijala -07_1987,1684,1612,229,188,612,121,5,99,0,64,0,0,100,0,0,0,58
Toijala -07_1991,1275,1312,417,416,462,232,0,134,0,18,0,0,67,0,0,0,14
Toijala -07_1995,1681,1107,412,29,434,231,0,105,29,9,92,0,103,0,25,0,33
Toijala -07_1999,1267,962,530,9,437,122,0,179,11,0,36,24,45,0,15,0,11
Toijala -07_2003,1440,1065,515,33,478,217,0,196,0,0,2,71,6,0,22,0,0
Toivakka_1983,377,173,616,92,111,0,0,136,6,4,0,0,0,0,0,0,0
Toivakka_1987,342,160,581,89,85,21,0,116,0,8,0,0,0,0,0,0,43
Toivakka_1991,307,128,536,137,68,47,0,162,0,4,0,0,0,0,0,0,0
Toivakka_1995,347,118,466,5,71,43,0,197,0,9,13,0,1,0,10,0,0
Toivakka_1999,238,121,444,1,77,30,1,292,0,0,15,3,1,0,2,0,0
Toivakka_2003,227,105,513,1,73,33,0,251,0,0,0,8,0,0,2,0,0
Toivakka_2007,250,115,534,32,64,32,0,157,0,0,0,7,0,0,3,0,0
Toivakka_2011,228,133,401,306,76,32,0,141,0,0,0,0,0,0,1,2,0
Toivakka_2015,200,126,442,316,53,51,0,112,0,0,0,0,0,0,1,2,0
Toivakka_2019,251,127,384,274,66,77,0,119,26,0,0,1,0,0,0,1,0
Toivakka_2023,210,162,329,342,39,42,1,143,0,0,0,1,0,10,0,0,0
Tornio_1983,2314,1270,5756,385,1214,0,0,61,1663,7,0,0,0,0,0,0,0
Tornio_1987,1816,1298,5892,209,1137,174,0,65,0,1591,0,0,22,0,0,0,52
Tornio_1991,1983,1056,6974,119,1819,317,0,54,4,13,0,0,20,0,0,0,31
Tornio_1995,2778,851,5445,20,2225,169,0,168,422,0,91,0,14,0,61,0,0
Tornio_1999,2362,1193,5267,8,2316,154,28,224,110,0,0,31,0,0,7,0,0
Tornio_2003,1839,889,5740,13,2524,203,32,53,0,0,0,31,12,0,87,0,0
Tornio_2007,1757,1141,5469,167,2079,230,0,73,0,0,0,23,0,0,6,0,0
Tornio_2011,1356,1265,4521,2208,1722,425,19,142,0,0,0,30,0,0,0,0,0
Tornio_2015,1118,748,6318,2178,1223,289,25,67,0,0,0,48,0,0,29,84,0
Tornio_2019,1425,898,4546,2689,1355,705,8,73,155,0,0,18,0,0,3,20,0
Tornio_2023,1684,1156,3956,3607,940,198,20,131,53,0,0,21,0,75,0,0,0
Turku_1983,25766,26459,4471,14898,19861,0,5097,3524,3297,40,0,0,0,0,0,0,0
Turku_1987,22060,26972,5834,8331,11470,3482,6129,2113,53,8175,0,0,445,0,0,0,2459
Turku_1991,21554,23247,10361,5676,13639,5880,4322,2296,76,639,0,0,457,0,0,0,402
Turku_1995,27555,23233,4427,698,16123,7526,3768,1941,2014,105,3997,0,196,0,715,0,0
Turku_1999,21643,27252,5645,124,13647,10111,4402,2477,3269,0,576,770,43,0,193,0,0
Turku_2003,24336,26855,7786,154,13131,12519,5031,3872,107,0,2487,823,194,0,300,0,0
Turku_2007,20854,26822,6212,1920,12358,13937,5485,4263,168,0,1882,478,180,0,108,0,0
Turku_2011,19762,24089,4766,16017,12901,11592,5935,3174,69,0,0,430,0,0,108,943,0
Turku_2015,15410,24043,8918,16994,15418,13571,5495,2677,51,0,0,352,0,0,410,1300,0
Turku_2019,19265,23085,5260,17660,18910,15577,6246,1792,2235,0,0,164,0,0,127,807,0
Turku_2023,21384,27696,3935,16973,19220,11715,5434,2835,14,0,0,53,0,2466,0,0,0
Tuulos -09_1983,295,356,247,71,24,0,2,11,8,0,0,0,0,0,0,0,0
Tuulos -09_1987,279,333,264,25,27,17,0,24,0,7,0,0,0,0,0,0,17
Tuulos -09_1991,223,242,307,20,26,41,0,17,0,3,0,0,0,0,0,0,1
