'Ehdokasnumero';'Etunimet';'Sukunimi';'Arvo/ammatti/tehtava';'Vaalipiiri/Kunta';'Puolue';'Saapumispaiva';'Muokkauspaiva';'Ehdokkaan mahdollisen tukiryhman nimi';'Vaalikampanjan kulut yhteensa';'Sanoma- ilmaisjakelu- ja aikakauslehdet';'Radio';'Televisio';'Tietoverkot';'Muut viestintavalineet';'Ulkomainonta';'Vaalilehtien esitteiden ja muun painetun materiaalin hankinta';'Mainonnan suunnittelu';'Vaalitilaisuudet';'Vastikeellisen tuen hankintakulut';'Muut kulut';'Vaalikampanjan rahoitus yhteensa';'2.1 Rahoitus sisaltaa omia varoja yhteensa';'2.2 Rahoitus sisaltaa ehdokkaan ja tukiryhman ottamia lainoja yhteensa';'2.3 Rahoitus sisaltaa yksityishenkiloilta saatua tukea yhteensa';'2.3 Ei sisalla yhtaan vahintaan 1500 euron tukisuoritusta yksityishenkilolta ("x")';'2.3 Rahoitus sisaltaa yksityishenkiloilta saatua tukea yhteensa lisatietokentan teksti';'2.4 Rahoitus sisaltaa yrityksilta saatua tukea yhteensa';'2.4 Ei sisalla yhtaan vahintaan 1500 euron tukisuoritusta yrityksilta ("x")';'2.4 Rahoitus sisaltaa yrityksilta saatua tukea yhteensa lisatietokentan teksti';'2.5 Rahoitus sisaltaa puolueelta saatua tukea yhteensa';'2.5 Ei sisalla yhtaan vahintaan 1500 euron tukisuoritusta puolueelta ("x")';'2.5 Rahoitus sisaltaa puolueelta saatua tukea yhteensa lisatietokentan teksti';'2.6 Rahoitus sisaltaa puolueyhdistyksilta saatua tukea yhteensa';'2.6 Ei sisalla yhtaan vahintaan 1500 euron tukisuoritusta puolueyhdistyksilta ("x")';'2.6 Rahoitus sisaltaa puolueyhdistyksilta saatua tukea yhteensa lisatietokentan teksti';'2.7 Rahoitus sisaltaa muilta tahoilta saatua tukea yhteensa';'2.7 Ei sisalla yhtaan vahintaan 1500 euron tukisuoritusta muilta tahoilta ("x")';'2.7 Rahoitus sisaltaa muilta tahoilta saatua tukea yhteensa lisatietokentan teksti';'2.8 Rahoitus sisaltaa valitettya tukea yhteensa';'E. vapaaehtoinen erittely'
'0050';'Katja';'Taimela';'kansanedustaja, suurtalouskokki';'Varsinais-Suomen vaalipiiri';'SDP';'11.06.2015';'';'';'29817,06';'11013,04';'0,00';'0,00';'0,00';'0,00';'1830,40';'7823,54';'400,00';'3763,88';'0,00';'4986,20';'29817,06';'7987,06';'0,00';'1290,00';'X';'';'1740,00';'X';'';'0,00';'X';'';'15000,00';' ';'';'3800,00';'X';'';'0,00';''
'0053';'Olavi';'Ala-Nissilä';'kauppatieteiden maisteri, KHT-tilintarkastaja';'Varsinais-Suomen vaalipiiri';'KESK';'22.06.2015';'';'Varsinais-Suomen Maakuntaviesti ry';'108649,12';'40949,02';'';'16441,16';'1488,00';'1227,60';'13070,20';'18875,38';'8680,00';'3818,54';'2599,22';'1500,00';'108649,12';'74714,12';'10000,00';'6265,00';'X';'';'15670,00';'X';'';'';'X';'';'2000,00';' ';'';'';'X';'';'';'Kampanja sisälsi syksyllä (loka-joulukuu) useista Suomi Nousuun -tilaisuuksia, joissa tavoitteena tuoda esille Suomen talouden uudistustarvetta. Nämä kustannukset ovat mukana kampanjassa.'
'0059';'Esko';'Kiviranta';'kansanedustaja, maanviljelijä';'Varsinais-Suomen vaalipiiri';'KESK';'22.06.2015';'22.06.2015';'Yrittäjän Parhaaksi ry';'62478,03';'19832,32';'595,99';'12786,68';'134,43';'';'5620,56';'17006,35';'2914';'2087,70';'';'1500';'62478,03';'47478,03';'';'7400';' ';'';'2400';'X';'';'';'X';'';'';'X';'';'5200';' ';'';'';'Muut kulut: 1500 eur (ehdokasmaksu)'
'0076';'Vilhelm';'Junnila';'eduskunta-avustaja, työnjohtaja';'Varsinais-Suomen vaalipiiri';'PS';'22.06.2015';'02.11.2015';'Vilhelm Junnilan tukiyhdistys';'13499';'4800';'';'';'1869';'1810';'3440';'710';'';'220';'';'650';'13499';'1450';'4000';'200';'X';'';'3499';'X';'';'';'X';'';'2600';' ';'';'1750';' ';'';'';''
'0086';'Ville';'Tavio';'lakimies, yrittäjä';'Varsinais-Suomen vaalipiiri';'PS';'17.05.2015';'';'Ville Tavion tukiyhdistys';'22632,12';'7389,37';'0,00';'5460,91';'2969,44';'0,00';'4468,63';'1880,62';'100,00';'363,15';'0,00';'0,00';'22632,12';'21998,12';'0,00';'634,00';'X';'';'0,00';'X';'';'0,00';'X';'';'0,00';'X';'';'0,00';'X';'';'0,00';''
'0134';'Li';'Andersson';'pol.kand., puheenjohtaja';'Varsinais-Suomen vaalipiiri';'VAS';'18.06.2015';'08.09.2015';'';'17166,11';'4133,65';'';'';'1330';'';'3146,34';'4381,38';'';'4000,74';'';'174';'17221,92';'0';'0';'5111,59';'X';'';'0';' ';'';'550';' ';'';'500';'X';'';'11060,33';' ';'';'0';''
'0124';'Elina';'Rantanen';'filosofian tohtori, sosiaali- ja terveysalan suunnittelija';'Varsinais-Suomen vaalipiiri';'VIHR';'10.06.2015';'';'';'10579,50';'3232,65';'0';'0';'1004,22';'0';'3441,60';'1126,79';'770,52';'91,90';'0';'911,82';'10579,50';'5851,49';'0';'4426,01';'X';'';'0';'X';'';'0';'X';'';'302';'X';'';'0';'X';'';'0';'Kohta 2.6 sisältää 102 euroa Turun seudun vihreät naiset ry:n lehti-ilmoituksen muodossa antamaa tukea, joka kulupuolella on merkitty kohtaan 'lehtimainonta'.&lt;br /&gt;&lt;br /&gt;Kohta 2.6. sisältää 200 euroa Varsinais-Suomen vihreiden myöntämää tukea usean ehdokkaan ilmoituksille.&lt;br /&gt;&lt;br /&gt;Vaalimainonta sanoma-, ilmaisjakelu- ja aikakauslehdissä sisältää 988,18 € usean ehdokkaan yhteisilmoitusten kuluja.&lt;br /&gt;&lt;br /&gt;Yksityishenkilöiltä saatuun tukeen sisältyy 361 € kirpputori- ja kahvilamyynnistä saatuja tuottoja.&lt;br /&gt;&lt;br /&gt;Yksityishenkilöiltä saatuun tukeen sisältyy&lt;br /&gt;157,64 € Mari Saarion kampanjan maksamia kuluja yhteisilmoituksista&lt;br /&gt;157,64 € Saara Ilvessalon kampanjan maksamia kuluja yhteisilmoituksista&lt;br /&gt;157,64 € Anne Blandin kampanjan maksamia kuluja yhteisilmoituksista&lt;br /&gt;157,64 € Ville Niinistön kampanjan maksamia kuluja yhteisilmoituksista&lt;br /&gt;&lt;br /&gt;Kohta muut kulut sisältää ehdokasmaksun, matkakuluja ja materiaalikuluja.'
'0122';'Ville';'Niinistö';'puolueen puheenjohtaja, kansanedustaja, partiets ordförande, riksdagsledamot';'Varsinais-Suomen vaalipiiri';'VIHR';'21.06.2015';'';'';'21643,84';'3719,72';'1000';'';'2397,97';'40';'10375';'1160,31';'190,52';'1044,59';'';'1715,73';'21643,84';'19972,94';'';'1570,90';'X';'';'';'X';'';'';'X';'';'100';'X';'';'';'X';'';'';''
'0141';'Annika';'Lapintie';'kansanedustaja, varatuomari';'Varsinais-Suomen vaalipiiri';'VAS';'14.06.2015';'';'Annika Lapintien Tukiryhmä';'20987';'8066';'';'';'';'620';'8982';'1600';'1598';'';'';'121';'20987';'14627';'';'1172';'X';'';'';' ';'';'';' ';'';'800';'X';'';'4388';'X';'';'';''
'0149';'Johannes';'Yrttiaho';'FM, tiedottaja';'Varsinais-Suomen vaalipiiri';'VAS';'22.06.2015';'';'';'14888,94';'5211,28';'';'';'484,65';'';'4343,55';'3625,93';'';'1173,53';'';'50,00';'14888,94';'3677,99';'2500,00';'4133,95';'X';'';'';' ';'';'400,00';'X';'';'587,00';'X';'';'3590,00';' ';'';'';''
'0061';'Jani';'Kurvinen';'yrittäjä';'Varsinais-Suomen vaalipiiri';'KESK';'20.06.2015';'';'';'31291,28';'11818,06';'';'';'383,04';'';'6645,04';'7188,74';'';'1580,4';'';'3676';'31291,28';'2801,36';'';'3600';'X';'';'16731,23';' ';'';'';'X';'';'8158,69';' ';'';'';'X';'';'';''
'0072';'"Kike" Ritva';'Elomaa';'kansanedustaja, röntgenhoitaja';'Varsinais-Suomen vaalipiiri';'PS';'18.06.2015';'';'';'9950';'2467';'';'';'1810';'';'';'3267';'';'426';'';'1980';'9950';'9950';'';'';'X';'';'';'X';'';'';'X';'';'';'X';'';'';'X';'';'';''
'0067';'Annika';'Saarikko';'kansanedustaja, filosofian maisteri';'Varsinais-Suomen vaalipiiri';'KESK';'22.06.2015';'';'Tulevaisuuden Varsinais-Suomi ry';'67452,57';'25692,00';'0';'8732,02';'920,70';'496,00';'8934,94';'5761,17';'8314,20';'1141,86';'5004,60';'2455,08';'69724,86';'6000';'0';'21953,80';'X';'Yksityishenkilöiltä saadusta rahoituksesta 8130 € on vastikkeellisesta kampanjahillojen myynnistä, Kampanjan rahoitukseen on näin osallistunut satoja yksityishenkilöitä, &lt;br /&gt;&lt;br /&gt;Lisäksi 44 yksityishenkilöä on antanut tukea yhteensä 13 723,80 euroa, Osa tästä tuesta on vaaliseminaarien osallistumismaksuja, Keskimäärin taloudellinen tuki on ollut 312 euroa lahjoittajaa kohden, Kunkin yksityishenkilön antama tukisumma on alle 1500 euroa,&lt;br /&gt;';'26090,00';'X';'Yrityksiltä saatu tuki koostuu yhteensä 48 eri yritykseltä, Yrityksiltä saatu tuki koostuu valtaosaltaan osallistumismaksuista vaaliseminaareihin ja ehdokkaan vaalilehdessä olleista mainoksista, Rahallisen tuen lisäksi on tukea on saatu noin 900 euron arvosta tuotelahjoituksina, &lt;br /&gt;&lt;br /&gt;Keskimäärin tuki on 544 euroa yritystä kohden, Kunkin yrityksen antama tukisumma on alle 1500 euroa,    &lt;br /&gt;';'0';'X';'';'116,06';'X';'';'15565,00';'X';'Muilta tahoilta saatu tuki koostuu yhteensä 22 yhdistykseltä, Tuki on pääosin vaaliseminaarien pääsylippuja, Keskimäärin tuki on 707,5 euroa yhdistystä kohden, Kunkin yhdistyksen antama tukisumma on alle 1500 euroa,';'100,00';''
'0041';'Ilkka';'Kantola';'kansanedustaja, teologian tohtori';'Varsinais-Suomen vaalipiiri';'SDP';'13.05.2015';'';'';'24912,57';'12640,48';'';'';'';'';'4487,20';'2289,50';'';'3143,66';'';'2351,73';'24912,57';'10000,00';'';'308,68';'X';'';'9000,00';' ';'';'';'X';'';'5103,89';' ';'';'500,00';'X';'';'';''
'0035';'Stefan';'Wallin';'riksdagsledamot, politices magister, kansanedustaja, valtiotieteiden maisteri';'Varsinais-Suomen vaalipiiri';'RKP';'17.06.2015';'';'Pro Egentliga Finland - Pro Varsinais-Suomi';'24495';'15689';'';'';'4240';'';'923';'736';'566';'1076';'';'1265';'26449';'';'';'5949';' ';'';'12000';'X';'';'1000';'X';'';'7500';' ';'';'';' ';'';'';''
'0080';'Maria';'Lohela';'kansanedustaja, projektipäällikkö';'Varsinais-Suomen vaalipiiri';'PS';'15.05.2015';'';'';'12041,26';'7206,26';'';'';'975';'';'1815';'1363';'';'182';'';'500';'12041,26';'7531,26';'';'4310';'X';'';'';' ';'';'';' ';'';'200';'X';'';'';' ';'';'';''
'0045';'Mika';'Maaskola';'mittarikorjaaja';'Varsinais-Suomen vaalipiiri';'SDP';'21.06.2015';'22.09.2015';'Mika-tiimi';'43852,91';'10776,40';'';'14328,20';'1802,40';'744';'9341,65';'3745,48';'';'2885,93';'';'228,85';'43852,91';'2000';'';'4050';'X';'';'11435,91';' ';'';'1100';'X';'';'1800';'X';'';'23467';' ';'';'';''
'0021';'Pertti';'Hemmilä';'kansanedustaja';'Varsinais-Suomen vaalipiiri';'KOK';'22.06.2015';'';'';'46600';'28100';'600';'7600';'';'';'5000';'';'';'2000';'';'3300';'46600';'36400';'0';'10200';'X';'';'0';' ';'';'0';' ';'';'0';' ';'';'0';' ';'';'';''
'0022';'Ilkka';'Kanerva';'kansanedustaja, VTM';'Varsinais-Suomen vaalipiiri';'KOK';'22.06.2015';'26.06.2015';'V-S Linjanvetäjät ry';'58923,54';'17814,17';'';'';'1041,17';'';'8419,20';'22543,68';'724';'3232,34';'';'5148,98';'58941,54';'3000';'';'7100';' ';'';'42570';' ';'Tuki sisältää lahjoituksia 17330,00 € sekä osallistumismaksuja kahteen omaan seminaariin 18090,00 €,Vaalipiirin ehdokkaiden yhteisen seminaarin myyntiprovisiot 36 kpl,';'';' ';'';'';' ';'';'6271,54';' ';'V-S Linjanvetäjät ry:n jatkuva omatoiminen hankinta, jäsenmaksut, matkat, arpajaiset, juhlat jne,';'';''
'0027';'Petteri';'Orpo';'maa- ja metsätalousministeri, VTM';'Varsinais-Suomen vaalipiiri';'KOK';'17.06.2015';'';'';'51037,64';'14205,94';'';'16121,24';'4847,60';'';'7210,48';'2241,30';'3216';'1981,90';'';'1213,18';'51037,64';'';'';'3890';'X';'';'30291';'X';'';'';' ';'';'';' ';'';'16856,64';' ';'';'';''
'0028';'Saara-Sofia';'Sirén';'yrittäjä, ekonomi';'Varsinais-Suomen vaalipiiri';'KOK';'18.06.2015';'22.06.2015';'';'27509,35';'5324,44';'';'';'1531,08';'3224,00';'7572,68';'5836,68';'1240,00';'718,60';'';'2061,87';'31814,03';'15531,08';'';'7030,95';'X';'';'6009,00';'X';'';'';' ';'';'3243,00';'X';'';'';' ';'';'';''
'0068';'Jari';'Myllykoski';'kansanedustaja';'Satakunnan vaalipiiri';'VAS';'22.06.2015';'25.09.2015';'';'28153,87';'14840,13';'744,00';'4964,96';'';'';'2558,13';'1698,80';'';'434,00';'';'2913,85';'28153,87';'12014,72';'';'2345,00';'X';'';'1000,00';'X';'';'';'X';'';'2104,50';'X';'';'10689,65';' ';'';'';''
'0123';'Kristiina';'Salonen';'kansanedustaja, sosiaalialan ohjaaja';'Satakunnan vaalipiiri';'SDP';'16.06.2015';'';'';'40670,38';'8835,08';'1996';'6016,48';'292,09';'0';'2515,70';'9349,60';'7390,40';'2201,18';'1219,11';'854,74';'40857,50';'10000';'0';'5617,50';'X';'';'14840,00';'X';'';'300,00';'X';'';'1000,00';'X';'';'9100,00';' ';'';'0';''
'0011';'Laura';'Huhtasaari';'kasvatustieteen maisteri, erityisopettaja';'Satakunnan vaalipiiri';'PS';'08.05.2015';'';'';'10115';'4215';'';'';'';'';'4400';'1200';'';'300';'';'';'10115';'9765';'';'';'X';'';'';'X';'';'';'X';'';'';'X';'';'350';'X';'';'';''
'0013';'Ari';'Jalonen';'kansanedustaja, paloesimies';'Satakunnan vaalipiiri';'PS';'17.06.2015';'';'Ari Jalosen vaalitukiyhdistys';'13497,95';'4543,03';'2070,80';'';'160,70';'';'1516,00';'762,60';'';'';'';'4444,82';'13497,95';'12288,80';'';'0,01';'X';'';'';'X';'';'';'X';'';'';'X';'';'1209,14';'X';'Minua tukeneita yhdistyksiä ovat:&lt;br /&gt;Suomen turkiseläinten kasvattajien liitto 500 euroa&lt;br /&gt;Suomen kuljetus ja logistiikka 400 euroa&lt;br /&gt;Elintarviketeollisuusliitto 309,14 euroa';'';'Lisäksi puolue/piirijärjestö on järjestänyt yhteistilaisuuksia ja yhteismainontaa.'
'0015';'Jari';'Koskela';'yhteiskuntatieteiden tohtori, pastori';'Satakunnan vaalipiiri';'PS';'18.06.2015';'18.08.2015';'';'36671';'15074,25';'1636,80';'7148,60';'';'';'';'5085,86';'';'7725,49';'';'';'36671';'22368,40';'';'500';'X';'';'1500';'X';'';'300';'X';'';'12002,60';' ';'';'';' ';'';'';''
'0028';'Kauko';'Juhantalo';'juristi';'Satakunnan vaalipiiri';'KESK';'22.06.2015';'10.09.2015';'';'57740';'27348';'';'9924';'';'';'4381';'';'12271';'';'';'3816';'57740';'12190';'26000';'6450';'X';'';'10250';' ';'';'0';' ';'';'2850';' ';'Kankaanpään Keskustan Kunnallisjärjestöltä 2500';'0';' ';'';'';''
'0029';'Timo';'Kalli';'kansanedustaja';'Satakunnan vaalipiiri';'KESK';'11.06.2015';'';'Satakunnan Parhaaksi ry';'27808';'24314';'868';'';'150';'620';'1270';'523';'';'63';'';'';'40220';'';'';'';' ';'';'40220';'X';'';'';' ';'';'';' ';'';'';' ';'';'';''
'0032';'Juha';'Korkeaoja';'agronomi, maanviljelijä';'Satakunnan vaalipiiri';'KESK';'22.06.2015';'';'';'22592,07';'13507,45';'';'';'350,00';'';'438,00';'6729,88';'';'220,00';'';'1346,74';'22592,07';'11413,07';'';'2679,00';'X';'';'7500,00';'X';'';'';' ';'';'';' ';'';'1000,00';'X';'';'';''
'0062';'Tapio';'Furuholm';'tiedotuspäällikkö';'Satakunnan vaalipiiri';'VAS';'09.06.2015';'';'Tapio Furuholmin Tukiryhmä';'13135';'10971';'';'';'';'';'';'1977';'';'150';'';'37';'13135';'1726';'';'3704';'X';'Tukea seitsemäntoista (17) yksityishenkilöiltä';'4700';' ';'';'1000';'X';'Vasemmistoliitto 1000';'';'X';'';'2005';'X';'Porin Kunnalliset JHL 1000 eur, Julkisen alan punarinnat 500 eur, tukiryhmän kirpputori 505 eur,';'';''
'0089';'Kari';'Hannus';'apulaiskaupunginjohtaja, diplomi-insinööri';'Satakunnan vaalipiiri';'KOK';'22.06.2015';'';'Satakunta Kasvuun ry';'34834';'14635';'500';'3140';'1071';'502';'3509';'3861';'1413';'1332';'2487';'2384';'34834';'8797';'0';'2350';'X';'';'19460';'X';'';'0';'X';'';'1000';'X';'';'3227';'X';'';'0';''
'0096';'Jaana';'Laitinen-Pesola';'toiminnanjohtaja, terveydenhuollon maisteri';'Satakunnan vaalipiiri';'KOK';'19.06.2015';'';'';'36333,69';'7833,87';'';'';'1857,08';'';'4488,80';'17124,70';'2575,48';'1484,04';'';'969,72';'36333,69';'24644,37';'';'5550,00';' ';'';'4350,00';'X';'';'';' ';'';'1500,00';'X';'';'289,32';'X';'';'';''
'0116';'Krista';'Kiuru';'kansanedustaja';'Satakunnan vaalipiiri';'SDP';'22.06.2015';'';'Krista Kiurun eduskuntavaalikampanja 2015';'33226,66';'8216,75';'';'2191,08';'149';'979,60';'12909,79';'6663,50';'540';'976,92';'';'600,02';'33226,66';'13528,69';'';'7358,97';' ';'';'5589';'X';'';'';' ';'';'';' ';'';'6750';' ';'';'';'Kampanjan tiliotteet toimitettu Valtiontalouden tarkastusvirastoon. '
'0121';'Tommi';'Raunela';'pääluottamusmies';'Satakunnan vaalipiiri';'SDP';'16.06.2015';'10.09.2015';'Rauto ry';'35115,73';'13177,63';'';'';'1488';'768,8';'5456';'6584,59';'';'2007,02';'';'5633,69';'37465,09';'3245,09';'';'1900';'X';'';'850';'X';'';'';'X';'';'4100';' ';'';'27370';' ';'';'';''
'0004';'Mats';'Löfström';'specialmedarbetare';'Ahvenanmaan maakunnan vaalipiiri';'ÅS';'03.06.2015';'05.10.2015';'Kampanjgruppen för Mats Löfström';'15948,03';'8480,00';'662,16';'500,00';'995,01';'';'864,85';'4316,00';'';'130,01';'';'';'15948,03';'188,03';'';'4810,00';'X';'';'2950,00';'X';'';'6000,00';' ';'';'2000,00';' ';'';'';' ';'';'';''
'0005';'Elisabeth';'Nauclér';'jur.kand.';'Ahvenanmaan maakunnan vaalipiiri';'ÅS';'22.06.2015';'';'Föreningen för återval av riksdagsledamoten Elisabeth Nauclér vid riksdagsvalet 2015 ';'9219,94';'3507,82';'662,16';'0,00';'501,29';'0,00';'245,83';'223,00';'200,00';'390,36';'0,00';'3489,48';'9219,94';'3219,94';'0,00';'0,00';'X';'';'0,00';'X';'';'0,00';'X';'';'0,00';'X';'';'6000,00';' ';'';'0,00';''
'0042';'Lulu';'Ranne';'diplomi-insinööri, hanke- ja ympäristöasiantuntija';'Hämeen vaalipiiri';'PS';'18.06.2015';'21.06.2015';'Lulu Ranteen tukiryhmä';'39233,1';'7661,50';'';'';'2458,20';'';'9652,70';'17149';'';'1511,70';'';'800';'39233,1';'4441,50';'15250';'16719';' ';'Tilisiirto 9,12,2014 2000 eur (oma tili) 13,2,2015 2000 eur (vaaliryhmän tili) käteispano 2000€ (lahjoitus Teuvo Niemelältä ) 28,12,2014, Tukea yhteensä 12:sta yksityishenkilöltä,';'';'X';'';'2622,60';' ';'';'';'X';'';'200';'X';'';'';''
'0066';'Timo';'Kaunisto';'maatalousyrittäjä, maa- ja metsätaloustieteiden maisteri';'Hämeen vaalipiiri';'KESK';'20.06.2015';'';'';'34396,79';'9893,18';'';'';'1227,60';'';'1428,48';'16362,09';'';'292,60';'';'5192,84';'34396,79';'33396,79';'';'';'X';'';'';'X';'';'';'X';'';'';'X';'';'1000,00';'X';'';'';'Saatu rahoitus: MTK ry, 1000,00 euroa.'
'0076';'Martti';'Talja';'keskussairaalan johtaja, lääketieteen ja kirurgian tohtori';'Hämeen vaalipiiri';'KESK';'22.06.2015';'';'Päijät-Hämeen Parhaaksi ry';'60296,42';'17954,79';'';'13507,12';'2758,21';'';'16862,81';'6862,81';'';'1450,68';'900';'';'60296,42';'39250';'';'2000';'X';'';'0';' ';'';'';' ';'';'';' ';'';'19046,42';'X';'';'';''
'0030';'Aino-Kaisa';'Pekonen';'kansanedustaja, lähihoitaja';'Hämeen vaalipiiri';'VAS';'01.06.2015';'';'';'23140,80';'8896,07';'0';'0';'2083,2';'0';'2590,95';'6129,68';'0';'1540,90';'0';'1900';'23140,80';'6321,85';'0';'270';'X';'';'850';'X';'';'0';'X';'';'6519,51';' ';'';'9179,44';' ';'';'1520';''
'0078';'Mika';'Kari';'kansanedustaja, yhteisöpedagogi (AMK)';'Hämeen vaalipiiri';'SDP';'22.06.2015';'';'';'42599';'21587';'';'';'2430';'';'8562';'2913';'2290';'1360';'1000';'2457';'42599';'22729';'';'1880';'X';'';'6990';'X';'';'500';'X';'tuki Hämeen sosiaalidemokraatit';'6000';' ';'';'4500';'X';'';'';''
'0022';'Antti';'Holopainen';'ylilääkäri, emeritus';'Hämeen vaalipiiri';'VAS';'18.06.2015';'';'';'12737,34';'8133,34';'1267,00';'';'939,00';'';'';'1070,00';'';'278,00';'';'1050,00';'12737,34';'8385,34';'0';'470,00';'X';'';'0';'X';'';'0';'X';'';'3500,00';' ';'';'382,00';'X';'';'';''
'0073';'Juha';'Rehula';'kansanedustaja, sosionomi';'Hämeen vaalipiiri';'KESK';'22.06.2015';'';'';'27019,33';'12563,96';'2060,80';'';'2295,01';'';'3472,09';'508,45';'1556,20';'169,22';'';'4393,60';'27019,33';'735,79';'9505,00';'267,40';'X';'';'1499,00';'X';'';'400,00';'X';'Puolueen järjestämän seminaarin osallistumismaksutuotto yhteensä 400,00 euroa';'3169,75';' ';'';'11442,39';'X';'Arkadian talouspoliittisen seura ry,n järjestämän talousseminaarin tuotto, Seminaarilipun hinta 'a 700 euroa - tuotto ei sisällä ilmoitusvelvollisuusrajan ylittävää lippuhankintaa yhdeltäkään yksittäiseltä seminaariin osallistujalta';'';''
'0120';'Päivi';'Räsänen';'sisäministeri, lääkäri';'Hämeen vaalipiiri';'KD';'10.06.2015';'12.06.2015';'Pro Civitate Sana';'23444,30';'12695,17';'';'';'';'';'6821,25';'3572,88';'';'';'';'355';'23444,30';'11626,75';'';'4504,88';' ';'';'2500';'X';'';'1938';' ';'';'2831,17';' ';'';'43,5';'X';'';'';''
'0063';'Sirkka-Liisa';'Anttila';'kansanedustaja';'Hämeen vaalipiiri';'KESK';'22.06.2015';'14.08.2015';'Sirkka-Liisa Anttilan tukiryhmä';'42419,85';'18891,61';'';'';'810';'';'7263,23';'9756,90';'';'3464,14';'';'2233,97';'42419,85';'10069,85';'30000';'200';'X';'';'2050';'X';'';'100';'X';'';'';'X';'';'';'X';'';'';'B. Vaalikampanjan kulujen ja rahoituksen yhteenveto: Tietoverkot: w.w.w tietoverkot 410 eur, Muut kulut: Keskustan E-Hämeen piirille yhteismainontakuluja, pankkilainan kulut 400 eur.'
'0122';'Kirsi';'Timonen';'perusterveydenhuollon ylilääkäri';'Hämeen vaalipiiri';'KD';'17.05.2015';'';'';'10927,91';'5146,14';'0';'0';'0';'0';'550';'1701,28';'0';'0';'0';'3530,49';'10927,91';'3000';'00';'880';'X';'';'0';'X';'';'1842';' ';'';'5205,91';' ';'';'0';'X';'';'0';''
'0077';'Tarja';'Filatov';'kansanedustaja, tiedottaja-toimittaja';'Hämeen vaalipiiri';'SDP';'22.06.2015';'12.10.2015';'';'22624';'13124';'';'4000';'1500';'';'';'1500';'';'500';'';'2000';'22624';'8124';'';'900';'X';'';'1450';'X';'';'';'X';'';'3900';' ';'';'8250';' ';'';'';''
'0008';'Sanni';'Grahn-Laasonen';'ympäristöministeri, valtiotieteiden maisteri';'Hämeen vaalipiiri';'KOK';'22.06.2015';'';'Kansainvälisen Suomen Puolesta';'77408,83';'24090,08';'0';'11287,72';'101,6';'0';'18947,08';'10924';'3720';'1905,83';'4635,52';'1797';'77427,76';'2114,61';'0';'14327,83';'X';'';'39180';' ';'';'1000';'X';'';'4400';' ';'';'16405,32';'X';'';'';'Ilmoitettujen lehti-ilmoitusten lisäksi olin mukana Kokoomuksen piirijärjestöjen/puolueen lehti-ilmoituksissa, joissa ilmoitettiin mm. ministerivierailuista.'
'0009';'Timo';'Heinonen';'kansanedustaja, kasvatustieteiden maisteri';'Hämeen vaalipiiri';'KOK';'22.06.2015';'';'Timo Heinosen tukiryhmä/Hämeen Oikea Suunta ry';'69653,68';'15476,97';'';'25720,08';'350';'';'1320,60';'13660,50';'310';'4682,92';'6112,01';'1720,60';'69653,68';'3053,68';'';'21690';' ';'Seminaarilippuja Seppo Ora kokonaistuki yhteensä 3000 eur, Muu tuki kaikki alle 1500 eur: taidegrafiikka 2090 eur, muut tuotteet 1400 eur,';'35410';' ';'Kuljetus ja maansiirto Viita Oy tuki on ollut seminaarilippuja, Muutoin yritykseltä saatu tuki jakaantui seuraavasti (kaikki alle 1500 eur): Seminaarilippuja 14530 eur, taidegrafiikka 4200 eur, muut tuotteet 2430 eur, muu tuki 10250 eur,';'';' ';'';'6000';' ';'Loppuosa 1000 eur, Riihimäen Kokoomus ry (1570820-4/130,407)';'3500';' ';'Muu tuki/tulo (500 eur): yhteismainontaa muiden ehdokkaiden kanssa';'';'Lisäksi kampanjan käyttöön ovat vastikkeetta yritykset ja yksityiset henkilöt antaneet mainosteippauksin varustettuna 24 kpl pakettiautoa ja muita autoja mm. linja-autoja, henkilöautoja 20 kpl. Lisäksi maanomistaja ovat antaneet pelloiltaan joko ladonseiniä ja traktorin lavoja mainoskäyttöön eripuolilla hämettä 20 kpl lisäksi kampanjan aktiivisimmissa tukityhmässä on toiminut 28 eri henkilöä antaen takoopanosta mm. toritapahtumissa, kahvituksissa ja kampanjan suunnittelussa ja toteutuksessa. Lisäksi kampanjan julkisessa tukiryhmässä on ollut mukana yli 800 julksita ja ei julkista tukijaa, jotka ovat antaneet erilaisia työpanoksia kampanjalle mm. toimimalla aktiivisesti netissä (Facebook, Twitter, instagram). Lisäksi muotisuunnittelija Jukka Rintala suunnitteli kampanjalleni kahvikupin. Lisäksi eri tanssikoulujen nuoria ja soittajia ja laulajia on osallistunut esiintyen mm. kampanjamme avajaisiin ja muihin tilaisuuksiin.'
