,Ehdokasnumero,Etunimet,Sukunimi,Arvo/ammatti/tehtava,municipality,party,Ehdokkaan mahdollisen tukiryhman nimi,total_expenses,sl_newspapers_periodicals,sl_radio,sl_television,sl_information_networks,sl_other_media,sl_outdoor_advertising,sl_printed_material_procurement,sl_advertising_planning,sl_rallies,sl_fundraising,sl_other,total_raised,tf_self_funding,tf_loans,tf_private_individuals,"2.3 Ei sisalla yhtaan vahintaan 1500 euron tukisuoritusta yksityishenkilolta (""x"")",2.3 Rahoitus sisaltaa yksityishenkiloilta saatua tukea yhteensa lisatietokentan teksti,tf_companies,"2.4 Ei sisalla yhtaan vahintaan 1500 euron tukisuoritusta yrityksilta (""x"")",2.4 Rahoitus sisaltaa yrityksilta saatua tukea yhteensa lisatietokentan teksti,tf_party,"2.5 Ei sisalla yhtaan vahintaan 1500 euron tukisuoritusta puolueelta (""x"")",2.5 Rahoitus sisaltaa puolueelta saatua tukea yhteensa lisatietokentan teksti,tf_party_associations,"2.6 Ei sisalla yhtaan vahintaan 1500 euron tukisuoritusta puolueyhdistyksilta (""x"")",2.6 Rahoitus sisaltaa puolueyhdistyksilta saatua tukea yhteensa lisatietokentan teksti,tf_others,"2.7 Ei sisalla yhtaan vahintaan 1500 euron tukisuoritusta muilta tahoilta (""x"")",2.7 Rahoitus sisaltaa muilta tahoilta saatua tukea yhteensa lisatietokentan teksti,2.8 Rahoitus sisaltaa valitettya tukea yhteensa,E. vapaaehtoinen erittely,LR_cand-id,Election type,Electoral district / county number,Municipality number,Area type,Voting area identifier,Abbreviation for an electoral district / a county in Finnish,Abbreviation for an electoral district / a county in Swedish,Permanent party identifier,Standard party number,List order number,Electoral alliance number,Abbreviated name of a political party/group in Finnish,Abbreviated name of a political party/group in Swedish,Abbreviated name of a political party/group in English,Candidate number,Name of a municipality/electoral district/voting area in Finnish,Name of a municipality/electoral district/voting area in Swedish,A person’s first name,A person’s last name,Gender,age,Profession,Code for place of residence,The name of a place of residence in Finnish,The name of a place of residence in Swedish,Candidate’s language,Member of the European Parliament,Member of Parliament,Municipal councillor,County councillor,Abbreviated name of the first comparison election,Number of votes in the first comparison election,Number of votes cast in advance,Number of votes cast on election day,Total number of votes,Percentage (%) of votes cast in advance,Percentage (%) of votes on election day,vote_prct,Elected information,Comparative index,Position,Final position,Calculation status,Calculation phase,Latest update,year,Saapumispaiva,Muokkauspaiva,LR_incumbency,own_fund_prct,full_name,total_raised_per_1k,num_candidates_in_municipality,normalized_vote_prct,incumbency_County,incumbency_European Parliament,incumbency_Municipal,incumbency_None,incumbency_Parliament
531,120,Pekka,Ravi,"kansanedustaja, rehtori",Savo-Karjalan vaalipiiri,KOK,Pekka Ravin tukiryhmä,64368.46,24796.62,1250.2,9882.8,154.2,,,2395.93,7123.8,6450.96,,12313.95,65757.0,,,6200.0,X,,48482.0, ,,, ,,, ,,11075.0,X,,,,120-Savo-Karjalan vaalipiiri-V-2015,E   ,9,***,V,****,SKA,SKA,4,1,12,11,KOK   ,SAML  ,NCP   ,120,Savo-Karjalan vaalipiiri                ,Savolax-Karelens valkrets               ,Pekka                                             ,Ravi                                              ,1,65,"kansanedustaja, rehtori                                                                                                                                                                                 ",167,Joensuu                                 ,Joensuu                                 ,FI, ,1, , ,E-2011    ,0005723,1989,1320,3309,18,12,1.5,2,8326667,23,23,V,T,20150422170131,2015,17.06.2015,22.06.2015,European Parliament,,Pekka Ravi,65.757,139,0.42378048780487804,False,True,False,False,False
532,6,Kimmo,Kivelä,"kansanedustaja, rovasti",Savo-Karjalan vaalipiiri,PS,,34730.06,16338.77,1736.0,,,,1416.7,13474.62,,1263.97,,500.0,34730.06,17601.06,14000.0,130.0,X,,1499.0,X,,,X,,1500.0, ,,,X,,,,6-Savo-Karjalan vaalipiiri-V-2015,E   ,9,***,V,****,SKA,SKA,23,3,1,1,PS    ,SAF   ,TF    ,6,Savo-Karjalan vaalipiiri                ,Savolax-Karelens valkrets               ,Kimmo                                             ,Kivelä                                            ,1,53,"kansanedustaja, rovasti                                                                                                                                                                                 ",297,Kuopio                                  ,Kuopio                                  ,FI, ,1,1, ,E-2011    ,0004366,2669,2476,5145,24,23,2.4,1,14232000,11,11,V,T,20150422170131,2015,18.06.2015,10.09.2015,European Parliament,0.5067961299231848,Kimmo Kivelä,34.730059999999995,139,0.6780487804878048,False,True,False,False,False
533,10,Kari,Kulmala,ylikonstaapeli,Savo-Karjalan vaalipiiri,PS,Kari Kulmalan eduskuntavaalin 2015 tukiryhmä,18923.0,6417.25,,2470.08,,,1444.12,1290.0,200.0,506.26,,6595.29,18923.0,4574.0,10000.0,2349.0,X,,, ,,, ,,2000.0, ,,, ,,,"Muut kulut; 6080,82 euroa ovat polttoainekuluja sekä matkailuauton hankkimisesta ja käytöstä johtuvia kuluja.",10-Savo-Karjalan vaalipiiri-V-2015,E   ,9,***,V,****,SKA,SKA,23,3,1,1,PS    ,SAF   ,TF    ,10,Savo-Karjalan vaalipiiri                ,Savolax-Karelens valkrets               ,Kari                                              ,Kulmala                                           ,1,49,ylikonstaapeli                                                                                                                                                                                          ,707,Rääkkylä                                ,Rääkkylä                                ,FI, , ,1, ,E-2011    ,0002761,2446,2742,5188,22,26,2.4,1,21348000,7,7,V,T,20150422170131,2015,20.06.2015,18.10.2015,Municipal,0.2417164297415843,Kari Kulmala,18.923,139,0.6780487804878048,False,False,True,False,False
534,26,Krista,Mikkonen,FM,Savo-Karjalan vaalipiiri,VIHR,,27593.37,10663.43,1351.6,0.0,1024.11,0.0,9274.0,1736.22,504.68,1362.8,245.48,1431.05,27593.37,18205.23,,9139.47, ,,,X,,,X,,248.67,X,,,X,,,,26-Savo-Karjalan vaalipiiri-V-2015,E   ,9,***,V,****,SKA,SKA,13,6,2,2,VIHR  ,GRÖNA ,GREEN ,26,Savo-Karjalan vaalipiiri                ,Savolax-Karelens valkrets               ,Krista                                            ,Mikkonen                                          ,2,42,FM                                                                                                                                                                                                      ,167,Joensuu                                 ,Joensuu                                 ,FI, , ,1, ,E-2011    ,0002010,1921,2703,4624,18,25,2.1,1,14599000,10,10,V,T,20150422170131,2015,18.06.2015,,Municipal,0.6597682704214817,Krista Mikkonen,27.59337,139,0.5932926829268294,False,False,True,False,False
535,92,Seppo,Kääriäinen,"kansanedustaja, valtiotieteiden tohtori",Savo-Karjalan vaalipiiri,KESK,Savo on kotimme ry.,44770.74,18022.52,2190.41,5005.88,831.26,,1248.0,372.0,,6370.53,5486.64,5243.5,45081.0,11700.0,,11351.0,X,,19030.0,X,,,X,,3000.0, ,,, ,,,"C. Vaalikampanjan kulut yhteensä: Vastikkeellisen tuen hankintakulut: kirjan osto 5486,64 eur, Muut kulut: posti 243,50 eur, ehdokasraha 2000 eur, bensa 3000 eur.",92-Savo-Karjalan vaalipiiri-V-2015,E   ,9,***,V,****,SKA,SKA,2,4,10,9,KESK  ,CENT  ,CENT  ,92,Savo-Karjalan vaalipiiri                ,Savolax-Karelens valkrets               ,Seppo                                             ,Kääriäinen                                        ,1,67,"kansanedustaja, valtiotieteiden tohtori                                                                                                                                                                 ",140,Iisalmi                                 ,Idensalmi                               ,FI, ,1,1, ,E-2011    ,0007061,4114,2892,7006,37,27,3.2,1,17643250,8,8,V,T,20150422170131,2015,17.06.2015,18.06.2015,European Parliament,0.2595328408864045,Seppo Kääriäinen,45.081,139,0.9040650406504065,False,True,False,False,False
536,69,Björn,Cederberg,"työterveyslääkäri, pastori",Savo-Karjalan vaalipiiri,KD,,7694.1,3244.84,372.0,,357.23,,937.0,1719.53,500.0,410.6,,152.9,7694.1,2518.63,,1047.49,X,,,X,,1345.0,X,,2782.98, ,,, ,,,,69-Savo-Karjalan vaalipiiri-V-2015,E   ,9,***,V,****,SKA,SKA,9,8,9,8,KD    ,KD    ,CD    ,69,Savo-Karjalan vaalipiiri                ,Savolax-Karelens valkrets               ,Björn                                             ,Cederberg                                         ,1,60,"työterveyslääkäri, pastori                                                                                                                                                                              ",297,Kuopio                                  ,Kuopio                                  ,SV, , ,1, ,E-2011    ,0000000,193,195,388,2,2,0.2,2,6789000,29,29,V,T,20150422170131,2015,14.06.2015,,Municipal,0.3273456284685668,Björn Cederberg,7.694100000000001,139,0.056504065040650406,False,False,True,False,False
537,52,Tuula,Väätäinen,"kansanedustaja, sairaanhoitaja",Savo-Karjalan vaalipiiri,SDP,Edustajamme eduskunnassa.ry,12951.0,8351.56,,,800.0,,400.0,2898.0,,341.0,,160.44,12951.0,7250.0,,856.0,X,,1000.0,X,,,X,,2400.0, ,,1445.0,X,,,,52-Savo-Karjalan vaalipiiri-V-2015,E   ,9,***,V,****,SKA,SKA,1,2,4,4,SDP   ,SDP   ,SDP   ,52,Savo-Karjalan vaalipiiri                ,Savolax-Karelens valkrets               ,Tuula                                             ,Väätäinen                                         ,2,59,"kansanedustaja, sairaanhoitaja                                                                                                                                                                          ",297,Kuopio                                  ,Kuopio                                  ,FI, ,1,1, ,E-2011    ,0004244,2632,2066,4698,24,19,2.2,2,11543000,17,17,V,T,20150422170131,2015,19.06.2015,04.09.2015,European Parliament,0.5598023318662652,Tuula Väätäinen,12.951,139,0.6215447154471545,False,True,False,False,False
538,98,Eero,Reijonen,kansanedustaja,Savo-Karjalan vaalipiiri,KESK,,61886.07,40564.86,510.0,7100.0,0.0,0.0,1320.0,5987.64,2610.2,3793.37,0.0,0.0,61886.07,27366.07,0.0,3200.0, ,,31000.0, ,,0.0,X,,320.0,X,,0.0,X,,"0,00",,98-Savo-Karjalan vaalipiiri-V-2015,E   ,9,***,V,****,SKA,SKA,2,4,10,9,KESK  ,CENT  ,CENT  ,98,Savo-Karjalan vaalipiiri                ,Savolax-Karelens valkrets               ,Eero                                              ,Reijonen                                          ,1,67,kansanedustaja                                                                                                                                                                                          ,426,Liperi                                  ,Liperi                                  ,FI, ,1,1, ,E-2011    ,0005318,2445,1903,4348,22,18,2.0,2,10081857,19,19,V,T,20150422170131,2015,21.06.2015,29.09.2015,European Parliament,0.44220080544781726,Eero Reijonen,61.88607,139,0.5650406504065041,False,True,False,False,False
539,131,Kaisa,Korhonen,"VTM, yhteiskuntatieteen opettaja",Savo-Karjalan vaalipiiri,VAS,Kaisa Korhosen tukiryhmä,12373.77,7508.62,,,898.69,,,2767.72,,498.74,,700.0,12373.77,5211.94,,2396.0,X,,, ,,2500.0, ,,1765.83, ,,500.0,X,,,,131-Savo-Karjalan vaalipiiri-V-2015,E   ,9,***,V,****,SKA,SKA,15,5,13,12,VAS   ,VÄNST ,LEFT  ,131,Savo-Karjalan vaalipiiri                ,Savolax-Karelens valkrets               ,Kaisa                                             ,Korhonen                                          ,2,50,"VTM, yhteiskuntatieteen opettaja                                                                                                                                                                        ",420,Leppävirta                              ,Leppävirta                              ,FI, , ,1, ,E-2011    ,0000478,756,660,1416,7,6,0.7,2,6375000,31,31,V,T,20150422170131,2015,07.06.2015,,Municipal,0.42120873428227606,Kaisa Korhonen,12.37377,139,0.1977642276422764,False,False,True,False,False
540,100,Anu,Vehviläinen,"kansanedustaja, FM",Savo-Karjalan vaalipiiri,KESK,Maakuntien puolesta ry,46830.0,19540.0,1380.0,6820.0,250.0,,1400.0,2970.0,1060.0,3280.0,1330.0,8800.0,47000.0,800.0,10000.0,4200.0, ,"Yksityishenkilöiltä saadusta tuesta 2340 euroa on saatu kampanjatuotemyynnillä (puunkantoteline),",23000.0,X,,, ,,2000.0, ,"Keskustan Joensuun kunnallisjärjestö maksoi 2000 euron ehdokasmaksuni suoraan Keskustan Pohjois-Karjalan piirille, jonka vuoksi ko summa ei näy tukiyhdistykseni tilinpidossa,",7000.0,X,"Muut tahot ovat etu- ja elinkeinoelämän järjestöjä, jotka ostivat vaalirahoitusseminaariini kukin 700 euron lipun,",,,100-Savo-Karjalan vaalipiiri-V-2015,E   ,9,***,V,****,SKA,SKA,2,4,10,9,KESK  ,CENT  ,CENT  ,100,Savo-Karjalan vaalipiiri                ,Savolax-Karelens valkrets               ,Anu                                               ,Vehviläinen                                       ,2,51,"kansanedustaja, FM                                                                                                                                                                                      ",167,Joensuu                                 ,Joensuu                                 ,FI, ,1, , ,E-2011    ,0006296,5212,3712,8924,47,35,4.1,1,35286500,3,3,V,T,20150422170131,2015,22.06.2015,,European Parliament,0.01702127659574468,Anu Vehviläinen,47.0,139,1.1583333333333332,False,True,False,False,False
541,86,Hannakaisa,Heikkinen,"terveystieteiden maisteri, maatalousyrittäjä",Savo-Karjalan vaalipiiri,KESK,Savo-Karjalan Hyväksi ry,58311.05,12546.21,1971.0,7298.64,3217.22,5453.4,5315.79,10198.58,992.0,1580.62,,9737.59,58311.05,24000.0,,8790.0, ,,18000.0, ,,, ,,1700.0,X,,5821.05,X,,1000,Muut kulut ovat vaalilehden ja materiaalin postitusmaksut.,86-Savo-Karjalan vaalipiiri-V-2015,E   ,9,***,V,****,SKA,SKA,2,4,10,9,KESK  ,CENT  ,CENT  ,86,Savo-Karjalan vaalipiiri                ,Savolax-Karelens valkrets               ,Hannakaisa                                        ,Heikkinen                                         ,2,41,"terveystieteiden maisteri, maatalousyrittäjä                                                                                                                                                            ",263,Kiuruvesi                               ,Kiuruvesi                               ,FI, , , , ,E-2011    ,0000000,6166,4546,10712,56,42,4.9,1,70573000,1,1,V,T,20150422170131,2015,22.06.2015,22.06.2015,None,0.411585797203103,Hannakaisa Heikkinen,58.31105,139,1.3843495934959351,False,False,False,True,False
542,70,Sari,Essayah,"ekonomi, KTM",Savo-Karjalan vaalipiiri,KD,,35626.61,12975.28,4763.0,5009.6,633.96,217.0,7225.73,3949.03,129.8,713.31,9.9,,35626.61,28034.88,,2346.73,X,,3200.0,X,,1345.0, ,,700.0, ,,, ,,,,70-Savo-Karjalan vaalipiiri-V-2015,E   ,9,***,V,****,SKA,SKA,9,8,9,8,KD    ,KD    ,CD    ,70,Savo-Karjalan vaalipiiri                ,Savolax-Karelens valkrets               ,Sari                                              ,Essayah                                           ,2,48,"ekonomi, KTM                                                                                                                                                                                            ",402,Lapinlahti                              ,Lapinlahti                              ,FI, , , , ,E-2011    ,0000000,6468,4718,11186,59,44,5.2,1,13578000,13,13,V,T,20150422170131,2015,25.05.2015,,None,0.7869084372608003,Sari Essayah,35.62661,139,1.4691056910569107,False,False,False,True,False
543,138,Matti,Semi,rakennusmies,Savo-Karjalan vaalipiiri,VAS,,15000.0,6000.0,1500.0,,,2000.0,,4000.0,,1500.0,,,15000.0,5000.0,,500.0, ,,, ,,2500.0,X,,3000.0,X,,4000.0,X,,,,138-Savo-Karjalan vaalipiiri-V-2015,E   ,9,***,V,****,SKA,SKA,15,5,13,12,VAS   ,VÄNST ,LEFT  ,138,Savo-Karjalan vaalipiiri                ,Savolax-Karelens valkrets               ,Matti                                             ,Semi                                              ,1,58,rakennusmies                                                                                                                                                                                            ,915,Varkaus                                 ,Varkaus                                 ,FI, , ,1, ,E-2011    ,0001859,1097,1043,2140,10,10,1.0,1,12750000,14,14,V,T,20150422170131,2015,24.04.2015,30.09.2015,Municipal,0.3333333333333333,Matti Semi,15.0,139,0.28252032520325204,False,False,True,False,False
544,90,Elsi,Katainen,"kansanedustaja, maatalousyrittäjä",Savo-Karjalan vaalipiiri,KESK,Elsi Kataisen tukiryhmä,48397.0,19174.69,650.0,9471.12,,186.43,3968.0,5217.23,2663.0,1309.7,2000.0,3756.83,48397.0,18750.0,20000.0,2790.0,X,,1500.0,X,,500.0,X,,3682.0, ,,1175.0,X,,,,90-Savo-Karjalan vaalipiiri-V-2015,E   ,9,***,V,****,SKA,SKA,2,4,10,9,KESK  ,CENT  ,CENT  ,90,Savo-Karjalan vaalipiiri                ,Savolax-Karelens valkrets               ,Elsi                                              ,Katainen                                          ,2,48,"kansanedustaja, maatalousyrittäjä                                                                                                                                                                       ",595,Pielavesi                               ,Pielavesi                               ,FI, ,1,1, ,E-2011    ,0006960,4036,3048,7084,37,28,3.3,1,23524333,6,6,V,T,20150422170131,2015,22.06.2015,,European Parliament,0.38742070789511746,Elsi Katainen,48.397,139,0.9323170731707316,False,True,False,False,False
545,18,Harri,Auvinen,"tekniikan tohtori, teknologiapäällikkö",Savo-Karjalan vaalipiiri,VIHR,,13478.58,8625.96,620.0,0.0,50.0,796.7,300.0,1203.0,68.2,1073.97,0.0,740.75,13478.58,12389.98,0.0,1088.6,X,,0.0,X,,0.0,X,,0.0,X,,0.0,X,,0,,18-Savo-Karjalan vaalipiiri-V-2015,E   ,9,***,V,****,SKA,SKA,13,6,2,2,VIHR  ,GRÖNA ,GREEN ,18,Savo-Karjalan vaalipiiri                ,Savolax-Karelens valkrets               ,Harri                                             ,Auvinen                                           ,1,40,"tekniikan tohtori, teknologiapäällikkö                                                                                                                                                                  ",297,Kuopio                                  ,Kuopio                                  ,FI, , ,1, ,E-2011    ,0000961,1015,1607,2622,9,15,1.2,2,7299500,25,25,V,T,20150422170131,2015,22.06.2015,,Municipal,0.9192348155369482,Harri Auvinen,13.47858,139,0.3390243902439024,False,False,True,False,False
